time,X_value,Y_value,Z_value
Started:,8월 19 2019,15:07:12:146, 
0.0000,0.00000,0.00000,0.00000
0.0010,-0.38965,-0.42871,1.62013
0.0383,-0.33363,-0.38944,1.42483
0.0785,-0.28180,-0.32163,1.11841
0.1192,-0.05512,-0.24616,0.85155
0.1585,0.06349,-0.20592,0.60114
0.1988,0.12044,-0.20779,0.52567
0.2383,0.30031,-0.16231,0.31067
0.2786,0.22576,-0.19596,0.21606
0.3183,0.08085,-0.19995,0.52737
0.3586,-0.10194,-0.17757,0.48985
0.3985,-0.25985,-0.18758,0.20636
0.4386,-0.33499,-0.21677,0.21097
0.4794,-0.28017,-0.28093,0.11594
0.5195,-0.26385,-0.33097,0.00643
0.5596,-0.37106,-0.40019,0.15295
0.6001,-0.28124,-0.35947,-0.03218
0.6404,-0.19920,-0.31204,-0.13313
0.6801,0.14009,-0.19667,-0.60585
0.7207,0.88068,-0.06343,-0.45961
0.7601,1.83373,-0.03647,-0.68066
0.8003,2.77021,0.10138,-1.06094
0.8416,3.05155,-0.01494,-0.95514
0.8799,4.18072,0.01996,-0.45111
0.9210,4.80388,0.18060,0.15409
0.9594,5.14602,0.30030,0.76995
0.9997,5.36645,0.06818,2.03470
1.0408,5.22866,-0.12201,2.53153
1.0795,6.02287,-0.64476,2.84681
1.1190,5.92218,-1.15042,2.84119
1.1588,6.10401,-1.49422,3.82020
1.1992,6.22012,-1.77516,4.58494
1.2399,5.41972,-2.06650,4.99213
1.2799,5.03191,-1.78037,4.46535
1.3195,5.41958,-1.35633,4.85221
1.3597,5.43216,-1.34572,5.32818
1.3996,4.82070,-1.81761,6.05607
1.4396,4.23586,-2.32954,6.58827
1.4804,3.45152,-2.94535,6.13420
1.5204,2.96530,-3.27603,5.74942
1.5609,2.45917,-3.44281,6.16414
1.5996,2.44276,-3.37571,5.76168
1.6404,2.74744,-3.17286,5.89010
1.6978,3.25558,-3.09731,6.30952
1.7199,3.85653,-3.02088,6.02609
1.7587,3.57635,-2.91767,5.38338
1.8002,4.31952,-2.58008,4.98258
1.8395,4.26455,-2.61723,4.10806
1.8807,4.05856,-2.63638,3.86979
1.9208,4.05579,-3.12252,3.66041
1.9595,3.89237,-3.36896,2.48633
1.9998,3.68035,-3.27501,2.82072
2.0404,3.23641,-3.14778,2.16003
2.0812,3.41398,-3.05121,1.93926
2.1206,2.68637,-3.18879,1.22866
2.1608,2.65504,-3.05167,1.09568
2.2003,1.87935,-2.74129,0.31247
2.2409,1.53243,-2.42805,-0.23819
2.2802,1.36181,-2.12756,-0.67681
2.3219,1.64658,-1.88676,-0.52586
2.3613,1.61947,-1.95932,-0.61408
2.4044,1.61952,-2.21825,-0.41345
2.4429,1.47255,-2.48244,-0.10233
2.4813,1.56536,-3.07826,0.03053
2.5214,2.39941,-3.62575,0.30545
2.5598,3.77359,-4.28742,1.05454
2.6004,5.65655,-4.95611,2.04253
2.6417,8.35012,-6.27548,3.84367
2.6814,10.99207,-8.13523,5.21574
2.7213,14.63273,-11.31726,6.90995
2.7623,20.18797,-13.68031,11.10410
2.8019,23.86549,-16.63871,13.71378
2.8418,27.31095,-20.62002,16.72414
2.8816,29.07772,-25.38900,18.00584
2.9232,29.61825,-28.83018,20.04492
2.9616,32.51414,-31.43292,23.29700
3.0006,30.40206,-29.61105,26.24079
3.0424,25.55509,-30.11466,27.83203
3.0829,21.86398,-33.15794,29.17290
3.1222,22.02625,-36.89819,29.00693
3.1620,24.76351,-38.95638,26.44556
3.2014,25.85600,-36.62328,22.91836
3.2430,25.35156,-33.88872,21.08982
3.2821,23.76475,-31.91581,18.18086
3.3252,20.46555,-30.05815,12.82850
3.3640,16.58933,-27.44030,7.22458
3.4138,13.19106,-23.79935,3.00771
3.4426,10.05987,-19.60769,1.21210
3.4836,7.81941,-15.75009,0.26839
3.5257,5.74478,-12.41415,0.23389
3.5632,4.63256,-9.47013,-0.08140
3.6040,3.79757,-6.99622,0.08912
3.6433,3.36333,-5.09409,-0.16300
3.6843,2.82558,-4.07197,-0.11205
3.7244,2.44707,-3.59632,-0.77464
3.7669,2.14875,-3.55339,-0.70924
3.8146,2.20441,-3.75255,-0.92335
3.8456,2.01096,-4.11441,-0.38761
3.8872,2.19120,-4.25357,0.00180
3.9279,2.28661,-4.31526,1.31765
3.9667,2.53592,-4.29526,2.52035
4.0092,3.09133,-4.55910,2.85667
4.0457,3.64697,-4.94759,4.06039
4.0857,3.90248,-5.14109,4.57912
4.1259,3.95247,-5.57639,6.37056
4.1663,3.73818,-5.59439,7.56964
4.2076,4.50378,-5.74201,8.29485
4.2467,4.63681,-5.69080,8.90638
4.2976,3.86448,-5.75409,11.18384
4.3274,3.09416,-5.03582,12.60872
4.3673,2.05287,-4.12312,13.47208
4.4081,0.97414,-3.21372,12.64271
4.4487,0.06167,-2.80004,12.02880
4.4886,-0.65845,-2.89218,11.28861
4.5285,-1.21977,-2.99073,10.06973
4.5681,-1.39023,-3.30728,9.50504
4.6062,-1.51283,-3.67298,8.50151
4.6463,-1.56655,-3.90736,7.29569
4.6860,-1.30993,-4.13477,6.41447
4.7262,-1.47886,-4.22461,5.09888
4.7675,-1.58693,-4.03318,3.70612
4.8076,-1.43482,-3.77009,2.68823
4.8463,-1.38703,-3.38035,1.83315
4.8873,-1.25919,-2.89686,1.36884
4.9361,-1.07745,-2.34682,0.81819
4.9826,-0.92290,-1.90784,0.43060
5.0067,-0.76416,-1.55713,0.04859
5.0458,-0.56050,-1.21792,-0.24356
