time,X_value,Y_value,Z_value
Started:,8월 19 2019,15:08:56:766, 
0.0000,0.00000,0.00000,0.00000
0.0052,-0.03972,-0.34664,0.26586
0.0451,-0.12008,-0.25417,0.51786
0.0848,-0.13013,-0.16888,0.48568
0.1258,-0.12644,-0.12386,0.43326
0.1656,-0.07229,-0.10881,0.02744
0.2062,0.00203,-0.14725,-0.16799
0.2463,0.10333,-0.20411,-0.25238
0.2864,0.07554,-0.19619,-0.29650
0.3260,0.03293,-0.16031,-0.04857
0.3663,-0.22286,-0.15808,0.08546
0.4073,-0.32515,-0.10307,-0.03415
0.4473,-0.23497,-0.09909,0.00387
0.4872,-0.32960,-0.17359,-0.32959
0.5285,-0.01452,-0.19545,-0.74911
0.5690,-0.04484,-0.36848,-0.79857
0.6091,0.44544,-0.63255,-0.55586
0.6492,0.68283,-0.71227,-0.13547
0.6906,0.22210,-0.70215,0.13386
0.7304,0.35568,-0.63709,1.10296
0.7698,0.76262,-0.51522,1.07593
0.8119,0.99662,-0.30379,1.26472
0.8500,0.58306,-0.30306,0.94165
0.8898,0.07073,-0.36681,0.63193
0.9321,-0.15415,-0.40957,0.23096
0.9723,-0.33278,-0.40386,-0.15841
1.0130,-0.48416,-0.43309,-0.53280
1.0534,-0.58919,-0.48857,-0.94066
1.0929,-0.45759,-0.38338,-1.28002
1.1345,0.38008,-0.32390,-1.26515
1.1743,1.85814,-0.18788,-0.42602
1.2145,3.59388,-0.24551,0.40097
1.2573,4.80065,-0.45660,1.32785
1.2941,5.62524,-0.88233,2.75914
1.3344,6.91123,-1.43876,2.42282
1.3743,7.97681,-2.42694,2.25100
1.4153,8.21541,-3.73891,2.07434
1.4550,8.56587,-5.35831,2.79534
1.4980,8.10811,-6.72706,2.89860
1.5351,7.93536,-7.60545,3.45485
1.5760,8.13783,-8.38948,4.08276
1.6174,8.57476,-9.29263,6.00782
1.6576,8.60156,-9.84190,6.77740
1.6951,8.59221,-10.00709,7.70224
1.7376,8.48060,-10.05834,8.82770
1.7831,7.85082,-9.86183,9.50327
1.8168,6.95826,-9.20327,9.30968
1.8565,6.39380,-8.52457,8.95884
1.8972,5.74700,-7.71753,8.57858
1.9368,5.72599,-6.98425,7.30886
1.9767,5.66501,-6.49363,6.06413
2.0173,5.72544,-6.47460,5.40109
2.0580,6.25334,-6.72414,4.31211
2.0973,5.98058,-7.30629,3.37376
2.1384,5.62525,-8.51402,1.43544
2.1784,4.47021,-9.46767,0.95660
2.2187,3.34866,-9.77092,0.11667
2.2595,1.82463,-9.82725,-0.75647
2.2996,0.84291,-9.56505,-1.57520
2.3392,0.39956,-8.95173,-2.21771
2.3789,0.51769,-8.25259,-2.74195
2.4192,0.68091,-7.91555,-3.78830
2.4585,0.89862,-7.96551,-3.94426
2.5012,0.95165,-8.52772,-3.72664
2.5434,2.22862,-9.37211,-2.71147
2.5823,3.86029,-10.40748,-1.52330
2.6214,6.31204,-12.36082,0.34417
2.6610,9.75664,-15.40970,1.90811
2.7022,14.59907,-19.62054,4.25253
2.7413,19.58094,-24.92451,8.21807
2.7810,23.86932,-32.20211,10.72440
2.8213,28.29712,-40.57444,13.99760
2.8615,29.91558,-46.49729,18.68689
2.9009,31.49849,-48.13781,22.47580
2.9413,30.27183,-44.40454,25.49630
2.9830,23.25314,-44.84071,25.72215
3.0235,18.61963,-47.60284,28.18431
3.0635,20.02674,-50.06541,25.17674
3.1029,22.89494,-49.06903,20.95963
3.1436,24.65152,-45.30610,18.63583
3.1858,25.33992,-40.91595,16.04563
3.2242,23.97698,-37.06047,12.63831
3.2710,21.67713,-33.73921,7.73163
3.3016,18.43221,-30.12101,2.97756
3.3444,15.22675,-26.30621,-1.60887
3.3822,12.01735,-22.66080,-3.69747
3.4223,9.60109,-19.26798,-4.95886
3.4628,7.40527,-16.39785,-5.54323
3.5042,6.04217,-14.06394,-5.35471
3.5441,4.95884,-12.08223,-4.60435
3.5824,4.42319,-10.58724,-3.90592
3.6251,3.81544,-9.75705,-3.44009
3.6637,3.89544,-9.31803,-3.38742
3.7042,3.85318,-8.93258,-2.18637
3.7426,2.76305,-8.28398,-0.79764
3.7849,2.59994,-7.34620,1.28636
3.8266,2.24582,-6.22739,2.79162
3.8650,2.15793,-4.88157,4.79564
3.9049,0.57763,-3.72740,6.81558
3.9450,-1.16057,-2.97372,7.31296
3.9844,-2.54115,-2.31802,7.05213
4.0263,-3.69938,-1.72679,6.76914
4.0669,-4.23915,-1.10681,6.51656
4.1076,-4.96314,-0.79984,6.70853
4.1460,-5.34306,-0.50188,5.73339
4.1840,-5.33132,-0.49194,4.95010
4.2246,-4.93532,-0.64109,4.51106
4.2675,-4.52991,-0.79448,3.68975
4.3045,-4.04864,-1.01474,3.12786
4.3448,-3.71869,-1.25390,2.76114
4.3931,-3.46212,-1.36442,2.48631
4.4229,-3.07706,-1.40305,2.33861
4.4661,-2.76631,-1.35828,1.82010
4.5030,-2.47535,-1.29011,1.42082
4.5448,-2.08231,-1.22664,1.56850
4.5826,-1.77547,-1.14557,1.10392
4.6223,-1.41437,-1.06624,1.04742
