Time,GyroX,GyroY,GyroZ,PosX,PosY,PosZ,ForPie,ForThe,
Started:
1.6777216E7,-0.053406727,-0.16273633,0.032827284,0.0,0.0,0.6000000238418579,0.0,0.0,
1.6777216E7,-0.31485707,-0.277579,0.10979631,0.0,0.0,0.6000000238418579,NaN,NaN,
1.6777216E7,-0.31485707,-0.14685383,0.07009006,0.0,0.0,0.6000000238418579,NaN,NaN,
1.6777216E7,-0.1664168,-0.14685383,-0.0026028967,6.162867358044029E-8,-2.207408404323035E-5,0.6000000234358004,1.0711110529062258,-0.5265394876329469,
1.6777216E7,-0.1664168,0.06145121,-0.03864395,2.2912799335717044E-6,-4.103969801859168E-4,0.5999998834827377,3.7217637188962705E-4,-0.25975110151231773,
1.6777216E7,-0.1664168,0.063894674,-0.008100684,4.145394114860007E-6,-4.949176062161579E-4,0.5999998197079802,-7.943185579807892E-5,0.22012826603127775,
1.6777216E7,-0.08822604,0.0089168,-0.0013811664,5.020609097494268E-6,-5.093777326919812E-4,0.5999998075994266,0.5635181227456225,0.04830917435014503,
1.6777216E7,-0.08822604,-0.039341554,0.010225273,4.55456595285093E-6,-4.017684760369865E-4,0.5999998893096379,-7.288197653064878E-5,0.08364870539023879,
1.6777216E7,-0.08822604,-0.047282804,0.039546806,-4.063729579507331E-8,3.1705158714657767E-6,0.6000000238334797,-3.517598768648493E-4,0.21132285101553835,
1.6777216E7,-0.08822604,-0.02712425,0.06459228,-9.419271138035363E-6,6.586909428295115E-4,0.5999996622063626,-3.826037716354817E-4,0.1805047602443273,
1.6777216E7,-0.08822604,0.029686218,0.051153243,-2.9031346902791202E-5,0.0016818079312807702,0.5999976660700383,5.4410319127923356E-5,-0.04842819379892006,
1.6777216E7,-0.08822604,0.053509966,0.039546806,-3.880538746571248E-5,0.0020706902047593514,0.5999964494448679,1.8885952202909674E-5,-0.08364871487236494,
1.6777216E7,-0.08822604,0.0015864171,0.020609984,-4.6062147005936646E-5,0.0022779313387470295,0.5999956979156806,2.718143842173788E-5,-0.13647952037860014,
1.6777216E7,-0.031415578,0.0015864171,0.018777387,-5.117804256490749E-5,0.0024666158357564047,0.5999949514765577,0.40944082866873066,-0.0132783515164467,
1.6777216E7,-0.031415578,-0.022237327,0.01572306,-6.0903059307655605E-5,0.0027928938709703885,0.5999935205024075,1.0111663005434949E-5,-0.011006409373299861,
1.6777216E7,-0.031415578,-0.024069924,0.009003543,-6.453192409718305E-5,0.0028891674747983094,0.5999930642575491,6.404789186086126E-5,-0.04842817529974526,
1.6777216E7,-0.031415578,-0.040563285,0.019388253,-7.075041527818067E-5,0.0030939910728905737,0.5999920423004372,-1.4991703454420214E-4,0.07484346383348306,
1.6777216E7,-0.031415578,-0.045450207,0.0035057557,-7.348396098338918E-5,0.0031405541433948466,0.599991800052309,3.1656871064535754E-4,-0.1144662707218876,
1.6777216E7,-0.031415578,-0.042395882,-0.017263662,-6.886391472267333E-5,0.002815604528394607,0.5999934134964575,3.1345681370981984E-4,-0.07484295086256687,
1.6777216E7,-0.08517172,-0.042395882,-0.046585195,-6.112841214684515E-5,0.002361342734108478,0.5999953740938669,-0.3863857540240135,-0.20942243998085122,
1.6777216E7,-0.08517172,-0.095541164,-0.10034134,-3.7745246424588057E-5,0.001382002888501005,0.5999984310425676,0.0025191678887352075,-0.3874176046078675,
1.6777216E7,-0.19390573,-0.09676289,-0.18891679,1.4553721452264054E-5,-4.7646570972211135E-4,0.5999998344823494,-0.7784434807640368,-0.6319830385728528,
1.6777216E7,-0.26171178,-0.12730615,-0.28299004,1.1363374466750787E-4,-0.003257023554030559,0.59999117284771,-0.481701874040741,-0.6729447791191289,
1.6777216E7,-0.3173005,-0.20977296,-0.28299004,3.939316443154553E-4,-0.008687901480154574,0.599936991521577,-0.20028669219879144,0.0034653928982413935,
1.6777216E7,-0.3173005,-0.24703574,-0.34590918,6.047988901614284E-4,-0.011979752277412397,0.5998801116589083,0.009723801753687743,-0.4533601054962997,
1.6777216E7,-0.17130372,-0.28002247,-0.39355665,8.357177099583831E-4,-0.01574219993730019,0.5997928920279677,1.0608299512985797,-0.3707875387216218,
1.6777216E7,-0.11510412,-0.30445707,-0.505345,0.0014271522999345727,-0.0254667238826529,0.5994576197040351,0.21702755618811326,-0.4099301728075361,
1.6777216E7,-0.17802323,-0.372874,-0.73319775,0.0018929931941914948,-0.032518055763890774,0.5991151986357326,-0.3830937139588929,-1.6213478162258232,
1.6777216E7,-0.29775283,-0.39303252,-0.92867464,0.0025701493494535653,-0.04141594431268464,0.5985633988970928,-0.7925600745948889,-1.3646704493856334,
