Time,GyroX,GyroY,GyroZ,PosX,PosY,PosZ,ForPie,ForThe,
Started:
0.0,-0.041234016,-0.12571119,0.026268426,0.0,0.0,0.6000000238418579,0.0,0.0,
0.0,-0.25014994,-0.15136753,-0.093461156,0.0,0.0,0.6000000238418579,NaN,NaN,
0.0,-0.25014994,-0.09700051,-0.16676499,0.0,0.0,0.6000000238418579,NaN,NaN,
0.0,-0.057116512,-0.09700051,-0.15332596,1.471641226176592E-6,-0.0015424896182174741,0.5999980411083373,1.3910512550066119,0.09459221347883175,
0.0,-0.057116512,-0.026140146,-0.15821287,5.971835375241545E-6,-0.0031336503079263506,0.5999918406197828,7.276387906653471E-5,-0.03522036377913671,
0.0,-0.057116512,-0.059737734,-0.2034169,1.4749152697905634E-5,-0.005178312576442519,0.5999776774777152,9.995836552877503E-4,-0.3257883053697587,
0.0,-0.057116512,-0.12876551,-0.25472957,2.9127841915241286E-5,-0.0077355067577488355,0.5999501560104803,0.0019335774121524922,-0.369810359471503,
0.0,-0.057116512,-0.08661581,-0.23090583,6.902495231199591E-5,-0.012367113949436424,0.5998725517460752,-6.983701645214343E-4,0.08584716056248412,
0.0,-0.057116512,0.011733499,-0.17592797,9.215444534983939E-5,-0.014133602187701497,0.5998335280784062,-0.00314524961225997,0.3962183405362935,
0.0,-0.057116512,7.3792523E-4,-0.13622172,1.1563887960890072E-4,-0.015499758072100482,0.5997997772070159,-0.0022680270791540845,0.28615779008141345,
0.0,-0.057116512,-0.10616349,-0.1050676,1.3822516411674958E-4,-0.016542818183753343,0.5997719105381423,-0.0021794305505758184,0.22452019042861998,
0.0,-0.057116512,-0.13792849,-0.09529375,1.8598651006966453E-4,-0.018418625764336848,0.5997172235680758,-5.048644829074092E-4,0.035216927692778864,
0.0,-0.057116512,-0.09333532,-0.09162857,2.1219877801450775E-4,-0.019320716213818447,0.5996888305670648,-4.2000685642360077E-4,0.026412016768556704,
0.0,-0.057116512,-0.11593734,-0.057420112,2.3571531611650564E-4,-0.019873789376387434,0.5996707476143411,-0.004399554695764092,0.24650440526569573,
0.0,-0.057116512,-0.18374337,-0.02932031,2.557786854809761E-4,-0.02013223672103935,0.5996621183900999,-0.004238104977236527,0.20247365681508067,
0.0,-0.057116512,-0.18191078,-0.0470354,3.016897540399843E-4,-0.020994615744562378,0.5996325238871392,0.0017254681107788435,-0.06381386326607934,
0.0,-0.057116512,-0.13426329,-0.12461529,3.372553031075466E-4,-0.02220841749039244,0.5995887766308364,0.016371690237290182,-0.5588860571467973,
0.0,-0.057116512,-0.071344174,-0.13438913,3.771663927676776E-4,-0.02352914917719122,0.5995383769991206,0.002146852155117301,-0.0704083162554381,
0.0,-0.057116512,-0.05790514,-0.12278269,4.176079954295215E-4,-0.02473418117863829,0.5994898451977435,-0.0026306120805235575,0.08360736946137069,
0.0,-0.057116512,-0.069511585,-0.1191175,5.024189614181424E-4,-0.02706143326578769,0.5993892349842618,-4.4614962690189066E-4,0.013200167370534092,
0.0,-0.057116512,-0.10982868,-0.12400442,5.472757281975118E-4,-0.028262522245563772,0.5993337625529087,0.001254591257586601,-0.03519819434347313,
0.0,-0.057116512,-0.17030434,-0.16187806,5.988755873220835E-4,-0.029827000566831102,0.599257891058138,0.010502446774258725,-0.2727568969633389,
0.0,-0.057116512,-0.19473895,-0.19547567,6.575555997080013E-4,-0.03171855890854335,0.599160687338237,0.010107173009977604,-0.24193016954953542,
0.0,-0.12431169,-0.22589308,-0.21991026,7.586852645383613E-4,-0.03381056060168177,0.5990461576528969,-0.47576260913219875,-0.15387196896861774,
0.0,-0.18173301,-0.22589308,-0.135,0.0010078607092944372,-0.036193911497394746,0.598906514906575,-0.22287531866520222,0.31653359164872175,
0.0,-0.18173301,-0.22833654,-0.18020402,0.001152447265574958,-0.0378147838453572,0.5988060976628904,0.018544795136303225,-0.3252614943099174,
0.0,-0.04062315,-0.26193413,-0.53450584,0.0013047889376792089,-0.04304568601963192,0.5984525002463916,1.171632170882695,-2.611035298010618,
0.0,-0.04062315,-0.326075,-0.8497123,0.0015224141896594732,-0.05139399188881021,0.5977929143633254,0.15168030866990198,-2.266654321476333,
0.0,-0.14752457,-0.36822468,-0.9572246,0.002161286892200482,-0.06995187273657806,0.5959044327321666,-0.3533756382777482,-0.3557441870520586,
0.0,-0.14752457,-0.44824803,-0.9046902,0.002445950813400183,-0.078596789356524,0.5948248402998102,-0.03278320086354208,0.37719859932683675,
0.0,-0.14752457,-0.38593978,-0.8747578,0.002722507784514878,-0.0869270847494402,0.5936634555862075,-0.02006996778648415,0.21478994697650394,
0.0,-0.092546694,-0.31630114,-0.9224053,0.003092132810150656,-0.10458881653294393,0.5908059298798148,0.21483698776646007,-0.19130023021094456,
0.0,-0.092546694,-0.34195748,-1.0097591,0.0032192878471571755,-0.114194230545523,0.5890240593609934,0.06881234202584731,-0.6257951748611953,
0.0,-0.092546694,-0.489176,-1.0555739,0.00322473314526109,-0.12408332093713716,0.5870204077982155,0.03878276635963192,-0.32790671900819873,
0.0,0.077884704,-0.65227705,-1.0800085,0.002677753267174048,-0.13422638550692947,0.5847872567707126,1.240758405571396,-0.33225849489322773,
0.0,0.077884704,-0.5704211,-1.2296705,0.0019723164702489197,-0.14581335523907274,0.5820091099045575,0.14863553058605408,-1.0683386427948967,
0.0,0.077884704,-0.38655064,-1.4001019,8.688305716169332E-5,-0.17228063549993614,0.5747342026478871,0.0925138123626981,-0.6071498635671116,
0.0,0.077884704,-0.3382923,-1.3781108,-0.0011353562978254762,-0.1851740825764516,0.5707094696237978,-0.02476340454868043,0.15654572851703086,
0.0,0.17379056,-0.47268265,-1.3115265,-0.0030031678706569347,-0.19733467547512273,0.5666127738130324,0.6031014794259969,0.35996920754397255,
0.0,0.31612217,-0.6510553,-1.3072504,-0.005881747147997841,-0.20936821809752737,0.5622547313374813,1.0046097400640472,-0.1490028166932416,
0.0,0.31612217,-0.6125708,-1.42698,-0.013047814708360073,-0.23520941220952923,0.5518209089456598,0.08414856145279956,-0.42316603125089014,
0.0,0.31612217,-0.5282714,-1.5650356,-0.01737353379146547,-0.24913487962811715,0.5455547641497693,0.20269818167173764,-0.9741141835894389,
0.0,0.31612217,-0.5698103,-1.5112795,-0.02218539660013378,-0.2622676889815143,0.5391878115315855,-0.08254906899986565,0.37852903633042523,
0.0,0.44929078,-0.684042,-1.4544688,-0.034894836968100834,-0.2867723310665585,0.5258745183956454,0.4181909397439388,0.08598299999057643,
0.0,0.44929078,-0.6761008,-1.4966186,-0.04219918671556893,-0.298859967228182,0.5185575929818641,0.07486510865960239,-0.2944079457104953,
0.0,0.44929078,-0.5496517,-1.6273438,-0.05010898060683023,-0.31177861058458156,0.5101795925502335,0.2406000441666778,-0.91090948964783,
0.0,0.3558284,-0.52338445,-1.6908737,-0.05820239332851955,-0.32464383711907957,0.5012174069619519,-0.5289124741388036,-0.2639113980513668,
0.0,0.3558284,-0.58996874,-1.6316199,-0.0668920300997513,-0.33643277211917205,0.49227885874123545,-0.11674967732918168,0.41077914300190843,
0.0,0.42546704,-0.61440337,-1.6481131,-0.08712829158160185,-0.35862151315182533,0.4730743067648005,0.2573442144798155,-0.13038984083011645,
0.0,0.48960787,-0.6003535,-1.6920955,-0.09866713861268017,-0.36914466905220567,0.46259813842962416,0.5365462070532326,-0.44206971490521835,
0.0,0.6142244,-0.6528879,-1.6817108,-0.11181586064334584,-0.37880977558879547,0.4516640298243644,0.8294972295624441,-0.21020943161274502,
0.0,0.6789761,-0.770174,-1.5833615,-0.126120096122804,-0.3867563813060849,0.44103656479165876,0.21059210049480542,0.5183539894135584,
0.0,0.6789761,-0.792776,-1.4782927,-0.1557618160638325,-0.39871323631281314,0.4204355366232614,-0.13269679003813106,0.3546055322560028,
0.0,0.6789761,-0.7090875,-1.3964368,-0.17057129453994932,-0.40325066687855476,0.41023695805131544,-0.21331836242248045,0.5500259000528522,
0.0,0.6789761,-0.56675583,-1.354898,-0.18492345917949546,-0.40728480104997733,0.39990303035736047,-0.11090024964659546,0.27807585909635046,
0.0,0.7974839,-0.5294931,-1.3579522,-0.21603323513560885,-0.41308065346759176,0.3777486514308955,0.3980518823200476,-0.17536716751856707,
0.0,0.8811725,-0.5337692,-1.4233148,-0.23301069908752073,-0.4147768784078752,0.36560386193145394,0.7402049722276836,-0.6710623886838986,
0.0,0.8811725,-0.52766055,-1.445306,-0.2503128275303508,-0.41557895180513316,0.35304058095428315,0.06391078323395936,-0.14503517886427209,
0.0,0.8811725,-0.4537458,-1.4001019,-0.26717008145299037,-0.4155969518683456,0.34043993564852604,-0.13363799812066976,0.2971194616939813,
0.0,0.94531333,-0.30958164,-1.4410299,-0.2841346619066436,-0.41530116341059503,0.32679116601161917,0.5429899838367306,-0.4601901961372721,
0.0,0.94531333,-0.1745804,-1.4764601,-0.31712881450269104,-0.4133300868369244,0.29763666262362287,0.0536552831341541,-0.11585279385429792,
