Time,GyroX,GyroY,GyroZ,PosX,PosY,PosZ,TorPie,TorThe,
Started:
0.0,-0.27417588,0.26815212,-0.6463541,1.2270022586402554E-4,-0.013060357728013346,0.5998578503369786,0.0,0.0,
0.0,-0.27417588,0.42758796,-0.69583416,5.301157658891927E-4,-0.02725761432776361,0.59938032170623,-34.422148215036195,-1474.2195003649297,
0.0,-0.32915375,0.7470705,-0.8564917,0.0014846868544151142,-0.04500150776762769,0.598308188656828,-1868.2561247800415,-4861.649119933955,
0.0,-0.32915375,0.9785884,-1.0867879,0.003339069340714262,-0.06767147229244888,0.5961622690710477,-557.0257615418572,-6840.72195520354,
0.0,-0.32915375,0.98591876,-1.2138479,0.003339069340714262,-0.06767147229244888,0.5961622690710477,NaN,NaN,
0.0,-0.26379117,0.96881455,-1.1888024,0.0061055103893363,-0.09228517908417008,0.592828977930835,2020.092828888357,962.7056297670795,
0.0,-0.17582656,0.9291083,-1.1307702,0.0061055103893363,-0.09228517908417008,0.592828977930835,Infinity,Infinity,
0.0,-0.09213802,0.839922,-1.1625352,0.009119719551124247,-0.115697920595376,0.5886687103077969,2335.1112968072603,-584.3237155446548,
0.0,-0.035938423,0.8344242,-1.2297304,0.012873114799174454,-0.13978822505357338,0.5833468639342881,1312.0739113869088,-1690.46741424399,
0.0,0.014152526,0.8197634,-1.2926495,0.012873114799174454,-0.13978822505357338,0.5833468639342881,NaN,NaN,
0.0,0.120443076,0.73790747,-1.3433514,0.016868713721795697,-0.16487699038951437,0.5766550555988373,2815.514079619714,-869.6254731509089,
0.0,0.22184671,0.6395582,-1.3775598,0.016868713721795697,-0.16487699038951437,0.5766550555988373,NaN,NaN,
0.0,0.22184671,0.622454,-1.4087138,0.021029194229425972,-0.1900230432795416,0.5687258079453337,-198.61534353509347,-906.9701314714881,
0.0,0.22184671,0.55770224,-1.4630809,0.025974919537490117,-0.21526116202846796,0.5594532726576944,-376.16097862731453,-1575.995233685231,
0.0,0.27804634,0.4428596,-1.5473802,0.025974919537490117,-0.21526116202846796,0.5594532726576944,NaN,NaN,
0.0,0.3470741,0.34878635,-1.6133537,0.030685621049145295,-0.2420430604282773,0.5481547027706427,1516.4383561548213,-1405.9888561728742,
0.0,0.3470741,0.409262,-1.5785344,0.030685621049145295,-0.2420430604282773,0.5481547027706427,NaN,NaN,
0.0,0.27254853,0.47462457,-1.5345521,0.03675034891001624,-0.2664153306605474,0.5363509224884891,-1805.8667677652695,690.9468782613345,
0.0,0.27254853,0.4672942,-1.526,0.04359850476919811,-0.28950414255771006,0.523723734839319,69.84882647272886,245.11367640000364,
0.0,0.35990226,0.39765555,-1.5198914,0.04359850476919811,-0.28950414255771006,0.523723734839319,Infinity,Infinity,
0.0,0.42648658,0.39765555,-1.5131719,0.04924906438355181,-0.31093966113123567,0.5107749850992775,1958.4138290306328,761.0796856274267,
0.0,0.48329702,0.32374087,-1.4966785,0.04924906438355181,-0.31093966113123567,0.5107749850992775,Infinity,Infinity,
0.0,0.48329702,0.29625192,-1.4698005,0.05399025806720362,-0.3308752760246905,0.497600876566402,237.40094816793265,765.0390348478132,
0.0,0.48329702,0.30541492,-1.4343703,0.058976271705825783,-0.3492897545036762,0.4842710969949293,323.2566785284656,1005.2035724042763,
0.0,0.48329702,0.38665998,-1.4032161,0.058976271705825783,-0.3492897545036762,0.4842710969949293,NaN,NaN,
0.0,0.48329702,0.39948815,-1.3800032,0.06478378149433539,-0.36542826005729984,0.47145018508535846,220.59782987995177,655.684318753777,
0.0,0.37578475,0.39948815,-1.3457948,0.07234529197600208,-0.3803631179307379,0.4583558506849723,-2684.8674739682538,-100.50459136006951,
0.0,0.30981132,0.42453364,-1.2969255,0.07234529197600208,-0.3803631179307379,0.4583558506849723,NaN,NaN,
0.0,0.23162057,0.49233967,-1.2242326,0.08250662542516357,-0.39236284663937854,0.4463676533399629,-1433.4508914096173,1222.9210995244669,
0.0,0.15953845,0.5039461,-1.1130552,0.08250662542516357,-0.39236284663937854,0.4463676533399629,NaN,NaN,
0.0,0.088678084,0.49783745,-0.9725561,0.093525365892265,-0.4004609548356722,0.43690280177294555,-449.2627713888169,3136.0940921709516,
0.0,0.03125675,0.50516784,-0.84488523,0.093525365892265,-0.4004609548356722,0.43690280177294555,NaN,NaN,
0.0,0.03125675,0.44469216,-0.7166036,0.10332323014231505,-0.40525567012605596,0.4302234077242538,1439.6720639108669,3541.6621092096157,
0.0,0.03125675,0.35000807,-0.5565569,0.10332323014231505,-0.40525567012605596,0.4302234077242538,NaN,NaN,
0.0,0.03125675,0.33473644,-0.4630945,0.11018954297392321,-0.40759282810204756,0.42629377160498455,1077.8197887622002,2568.4109679378016,
0.0,0.03125675,0.3090801,-0.3910124,0.1163175955209287,-0.40908859922900465,0.42322188455148496,851.7582773839638,1972.1387999345961,
0.0,0.03125675,0.23088935,-0.3134325,0.1163175955209287,-0.40908859922900465,0.42322188455148496,NaN,NaN,
0.0,0.03125675,0.14170302,-0.23585263,0.1194440639872772,-0.41028218381139453,0.4211907808053096,926.8046710026114,2118.1732892178325,
0.0,-0.043879673,0.106883705,-0.15644014,0.1194440639872772,-0.41028218381139453,0.4211907808053096,NaN,NaN,
0.0,-0.043879673,0.099553324,-0.070919015,0.12172447669027696,-0.41018048537334734,0.4206366006466787,1029.4685487155164,2331.568039725001,
0.0,-0.1471159,0.08916861,0.018878179,0.12453547760757291,-0.409380076481636,0.42059350495124587,-1722.5431584562837,1193.7702987028622,
