time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:11:20:540, 
0.0000,0.00000,0.00000,0.00000
0.0005,0.22265,0.12382,-0.14644
0.0309,0.16744,0.09684,-0.11507
0.0646,0.13588,0.07114,-0.09596
0.0985,0.11502,0.05830,-0.07786
0.1331,0.10151,0.03798,-0.05980
0.1669,0.08712,0.02649,-0.04590
0.2014,0.07516,0.02011,-0.04517
0.2349,0.07985,0.00474,-0.05342
0.2691,0.08158,-0.00501,-0.04979
0.3029,0.08539,-0.01835,-0.05084
0.3371,0.09507,-0.03441,-0.06948
0.3710,0.07735,-0.04099,-0.12790
0.4057,0.00541,-0.04272,-0.23459
0.4389,-0.07895,-0.03574,-0.37828
0.4727,-0.09752,-0.04994,-0.54521
0.5074,-0.07822,-0.06576,-0.71913
0.5430,-0.05085,-0.09077,-0.89185
0.5763,0.06483,-0.16760,-1.03171
0.6090,0.19088,-0.23374,-1.14536
0.6472,0.26620,-0.23115,-1.23392
0.6773,0.28912,-0.21294,-1.31121
0.7121,0.34505,-0.21018,-1.35928
0.7453,0.38801,-0.18750,-1.37446
0.7798,0.45061,-0.16043,-1.38134
0.8139,0.54544,-0.11107,-1.36062
0.8477,0.60910,-0.05902,-1.31188
0.8814,0.61555,-0.02140,-1.24334
0.9157,0.55122,0.00949,-1.14601
0.9494,0.45959,0.03415,-1.03516
0.9847,0.41029,0.03556,-0.95416
1.0183,0.37838,0.03491,-0.86991
1.0517,0.37395,0.04977,-0.75089
1.0859,0.39269,0.03063,-0.61218
1.1197,0.39863,-0.00554,-0.45456
1.1536,0.35126,-0.02855,-0.28420
1.1875,0.26960,-0.04440,-0.11813
1.2219,0.19634,-0.06485,0.04438
1.2576,0.13389,-0.08013,0.22332
1.2901,0.07354,-0.07775,0.43327
1.3243,0.02757,-0.07224,0.68369
1.3593,-0.01491,-0.07058,1.00765
1.3919,-0.05871,-0.10619,1.34761
1.4256,-0.11107,-0.18509,1.62697
1.4597,-0.29947,-0.24237,1.90023
1.4936,-0.65813,-0.24260,2.18233
1.5275,-1.00030,-0.19967,2.41722
1.5635,-1.27657,-0.11381,2.61024
1.5957,-1.48387,0.02197,2.77332
1.6297,-1.59395,0.12505,2.83511
1.6650,-1.61490,0.25997,2.81822
1.6993,-1.53177,0.37981,2.75246
1.7317,-1.39496,0.43589,2.59030
1.7664,-1.26022,0.43007,2.36088
1.8001,-1.16201,0.40924,2.12709
1.8343,-1.08961,0.39470,1.87097
1.8687,-1.04363,0.41932,1.59927
1.9025,-0.98587,0.38601,1.32912
1.9362,-0.87299,0.28393,1.06370
1.9702,-0.76300,0.21020,0.83531
2.0044,-0.63239,0.13527,0.65291
2.0382,-0.46748,0.02279,0.49818
2.0719,-0.33864,-0.07426,0.37510
2.1065,-0.25195,-0.14441,0.29659
2.1407,-0.16832,-0.20186,0.20656
2.1746,-0.13764,-0.22202,0.15718
2.2083,-0.11363,-0.22421,0.11560
2.2435,-0.10107,-0.20712,0.09032
2.2765,-0.08398,-0.19043,0.07289
2.3164,-0.07263,-0.16658,0.06071
2.3469,-0.06205,-0.13950,0.05131
2.3781,-0.04020,-0.10976,0.04627
2.4123,-0.00948,-0.08193,0.03885
2.4464,0.00294,-0.05895,0.02320
2.4829,-0.00565,-0.03176,0.00385
2.5170,-0.02412,-0.00164,-0.01479
2.5484,-0.06066,0.01612,-0.02615
2.5823,-0.08689,0.02409,-0.03336
2.6166,-0.11053,0.04071,-0.04563
2.6501,-0.10653,0.04551,-0.05299
2.6841,-0.07934,0.03320,-0.05307
2.7186,-0.04587,0.02266,-0.04059
2.7524,-0.04533,0.03446,-0.02834
2.7868,-0.04124,0.03522,-0.02763
2.8204,-0.03667,0.03677,-0.02460
2.8544,-0.05116,0.04751,-0.02501
2.8884,-0.06029,0.04725,-0.02957
2.9224,-0.06336,0.04067,-0.03360
2.9565,-0.07708,0.03443,-0.03565
2.9902,-0.09103,0.03234,-0.04013
3.0254,-0.10173,0.03549,-0.04156
3.0590,-0.10743,0.03083,-0.03917
3.0930,-0.10834,0.02262,-0.03983
3.1269,-0.11636,0.02129,-0.04516
