time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:15:32:385, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.05121,0.09019,-0.13213
0.0305,-0.01465,0.05756,-0.10292
0.0644,0.00241,0.04612,-0.08849
0.0986,0.02790,0.03791,-0.06759
0.1325,0.04696,0.03536,-0.05594
0.1664,0.05742,0.03958,-0.05069
0.2008,0.05856,0.03875,-0.04859
0.2345,0.05739,0.02848,-0.04413
0.2686,0.03902,0.02999,-0.03607
0.3027,0.04373,0.01513,-0.02426
0.3368,0.05112,0.00198,-0.01029
0.3712,0.03314,0.00638,-0.00093
0.4049,0.02469,-0.01128,0.00280
0.4387,0.03880,-0.02828,-0.00175
0.4729,0.05881,-0.02766,0.00147
0.5068,0.09539,-0.05025,-0.00073
0.5389,0.16153,-0.10227,-0.05669
0.5728,0.18068,-0.10829,-0.16684
0.6069,0.18362,-0.12499,-0.30638
0.6412,0.28217,-0.18375,-0.48504
0.6748,0.42175,-0.21211,-0.67084
0.7091,0.53986,-0.23312,-0.83191
0.7445,0.64593,-0.20485,-0.99800
0.7773,0.65296,-0.14193,-1.15298
0.8112,0.57352,-0.13680,-1.25135
0.8536,0.53072,-0.15574,-1.27935
0.8790,0.50153,-0.12362,-1.26138
0.9130,0.49426,-0.08874,-1.22438
0.9469,0.52849,-0.06125,-1.16755
0.9816,0.49946,-0.00117,-1.05781
1.0154,0.39457,0.03883,-0.94117
1.0498,0.28150,0.04681,-0.80690
1.0830,0.15499,0.06968,-0.63488
1.1181,0.01703,0.11439,-0.45082
1.1527,-0.09596,0.14214,-0.26405
1.1854,-0.19415,0.13731,-0.06038
1.2191,-0.26449,0.10865,0.15448
1.2538,-0.28871,0.05743,0.38287
1.2878,-0.30065,-0.00027,0.63349
1.3218,-0.34936,-0.02855,0.87994
1.3556,-0.51112,-0.02432,1.06797
1.3901,-0.83048,-0.03758,1.20250
1.4239,-1.22319,-0.00781,1.40435
1.4576,-1.44895,0.01741,1.57063
1.4918,-1.61043,0.11587,1.69927
1.5254,-1.82001,0.31474,1.86967
1.5597,-1.79083,0.38094,1.96075
1.5939,-1.56388,0.38416,1.92557
1.6285,-1.37336,0.46639,1.78806
1.6615,-1.16006,0.50127,1.61223
1.6957,-0.97020,0.46172,1.40683
1.7296,-0.81679,0.37302,1.18298
1.7640,-0.70613,0.30203,1.00962
1.7982,-0.61063,0.25764,0.89393
1.8320,-0.54572,0.22673,0.79073
1.8667,-0.49653,0.19278,0.69696
1.9003,-0.43957,0.15390,0.61851
1.9342,-0.40330,0.12739,0.54119
1.9686,-0.41211,0.12789,0.47874
2.0023,-0.41914,0.12760,0.42733
2.0360,-0.41225,0.12620,0.38405
2.0703,-0.39576,0.10269,0.34620
2.1069,-0.36092,0.05191,0.29663
2.1438,-0.34556,0.01900,0.25069
2.1750,-0.32456,-0.01176,0.20733
2.2077,-0.28704,-0.03689,0.15735
2.2399,-0.25697,-0.04956,0.10346
2.2740,-0.22609,-0.05137,0.05965
2.3081,-0.18120,-0.05472,0.02516
2.3422,-0.13670,-0.04374,0.00812
2.3768,-0.11405,-0.02347,0.00031
2.4100,-0.09622,-0.01237,-0.00996
2.4444,-0.07972,-0.00761,-0.01786
2.4785,-0.07378,0.00077,-0.02425
2.5123,-0.07525,0.00900,-0.03149
2.5461,-0.06435,0.01533,-0.03695
2.5800,-0.07548,0.03634,-0.04131
2.6143,-0.07109,0.04181,-0.03976
2.6481,-0.04213,0.04504,-0.03251
2.6824,-0.01320,0.05658,-0.02599
