time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:19:02:688, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.01515,0.02739,0.00169
0.0322,-0.04331,0.02530,0.00064
0.0661,-0.02383,0.01528,0.00498
0.1007,-0.00631,0.01811,0.00614
0.1343,-0.00231,0.02510,0.00452
0.1682,-0.00293,0.03234,0.00524
0.2022,0.01159,0.03454,0.00485
0.2362,0.02581,0.03176,-0.00281
0.2705,0.04011,0.02823,-0.00630
0.3042,0.04908,0.02687,-0.00520
0.3386,0.06725,0.02576,-0.01132
0.3722,0.08921,0.01776,-0.02034
0.4062,0.09452,0.00926,-0.03665
0.4403,0.10303,-0.02016,-0.07073
0.4743,0.08491,-0.04539,-0.13863
0.5090,0.00153,-0.07042,-0.23576
0.5437,-0.09885,-0.09104,-0.35105
0.5765,-0.11277,-0.10184,-0.49761
0.6106,0.01461,-0.11081,-0.67906
0.6449,0.16906,-0.08123,-0.87656
0.6797,0.30731,-0.02027,-1.07458
0.7126,0.43976,0.00881,-1.23382
0.7468,0.49993,-0.02788,-1.36861
0.7808,0.47794,-0.08997,-1.48979
0.8148,0.42329,-0.14797,-1.57817
0.8489,0.40402,-0.18913,-1.64270
0.8862,0.40476,-0.18996,-1.68533
0.9176,0.41915,-0.17214,-1.68381
0.9511,0.46687,-0.16089,-1.64390
0.9851,0.54204,-0.13695,-1.57288
1.0198,0.58901,-0.08973,-1.46499
1.0533,0.54642,-0.04942,-1.31656
1.0871,0.51463,-0.04500,-1.15127
1.1212,0.52392,-0.06606,-0.99627
1.1553,0.49631,-0.06158,-0.83710
1.1892,0.43447,-0.04049,-0.65551
1.2236,0.36498,-0.02927,-0.44872
1.2573,0.27640,-0.02104,-0.23036
1.2912,0.16398,-0.02353,-0.01191
1.3254,0.06355,-0.02329,0.21071
1.3594,-0.01127,-0.00974,0.44490
1.3932,-0.08455,0.01904,0.69055
1.4276,-0.15366,0.04967,0.94063
1.4611,-0.17777,0.09163,1.17849
1.4954,-0.18413,0.14836,1.39983
1.5292,-0.18772,0.19795,1.61618
1.5639,-0.17528,0.21347,1.84234
1.5976,-0.18240,0.19706,2.07316
1.6317,-0.22140,0.15980,2.27442
1.6652,-0.32420,0.13578,2.43378
1.6998,-0.46010,0.13792,2.56939
1.7339,-0.63120,0.17615,2.65663
1.7686,-0.80509,0.25739,2.71398
1.8012,-0.90825,0.34706,2.72465
1.8358,-0.94054,0.41385,2.66544
1.8694,-0.90621,0.43950,2.55783
1.9039,-0.86039,0.44789,2.40354
1.9407,-0.81700,0.44593,2.19584
1.9718,-0.75947,0.39897,1.95188
2.0068,-0.73147,0.31238,1.69483
2.0401,-0.70105,0.23575,1.45074
2.0735,-0.66163,0.16864,1.21786
2.1079,-0.62876,0.09040,1.00582
2.1432,-0.59602,0.03775,0.82199
2.1758,-0.55288,-0.00029,0.63415
2.2099,-0.49113,-0.03357,0.45338
2.2446,-0.41886,-0.05703,0.28919
2.2779,-0.33549,-0.06801,0.13881
2.3137,-0.25043,-0.06035,0.01638
2.3458,-0.17396,-0.02162,-0.07010
2.3803,-0.10897,0.00944,-0.12304
2.4152,-0.06140,0.02923,-0.15148
2.4486,-0.02432,0.05643,-0.17191
2.4818,-0.00431,0.08147,-0.17226
2.5159,0.00293,0.08719,-0.16519
2.5519,-0.00341,0.09092,-0.15543
2.5842,-0.01665,0.10021,-0.13778
2.6187,-0.02862,0.09810,-0.12099
2.6523,-0.04210,0.08952,-0.10413
2.6867,-0.05858,0.09699,-0.08829
2.7204,-0.05117,0.08855,-0.07580
2.7542,-0.04750,0.07728,-0.06382
2.7905,-0.05828,0.07401,-0.04792
2.8229,-0.06923,0.06387,-0.03018
2.8560,-0.07185,0.05826,-0.01978
2.8898,-0.07474,0.04878,-0.01283
2.9240,-0.07668,0.03605,-0.00304
2.9583,-0.07487,0.03226,-0.00090
2.9920,-0.08555,0.03346,0.00531
3.0261,-0.12156,0.05148,0.01353
3.0600,-0.12396,0.05224,0.01331
3.0939,-0.07830,0.02859,0.01392
