time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:13:40:773, 
0.0000,0.00000,0.00000,0.00000
0.0004,-0.06365,0.03033,-0.03967
0.0324,-0.05849,0.03099,-0.02817
0.0663,-0.05395,0.03843,-0.01173
0.1005,-0.03174,0.03134,-0.00271
0.1343,-0.03274,0.02950,0.00086
0.1686,-0.02978,0.01660,-0.00181
0.2028,-0.02765,0.01583,-0.00635
0.2365,-0.02135,0.02970,-0.00584
0.2703,-0.01381,0.03042,0.00510
0.3046,-0.00525,0.01781,0.01271
0.3386,-0.00103,0.01258,0.01949
0.3726,0.00340,0.01170,0.02480
0.4070,0.01198,0.00078,0.02942
0.4410,0.02174,-0.01123,0.03222
0.4746,0.03514,-0.03086,0.02780
0.5068,0.07640,-0.06422,0.02242
0.5411,0.11319,-0.06661,0.00936
0.5759,0.14011,-0.05582,-0.03180
0.6088,0.18979,-0.05610,-0.10872
0.6430,0.28158,-0.06758,-0.21391
0.6769,0.32874,-0.07203,-0.36275
0.7108,0.36510,-0.07295,-0.55701
0.7456,0.40737,-0.06311,-0.77575
0.7792,0.44558,-0.08559,-1.00130
0.8133,0.50571,-0.14465,-1.21800
0.8474,0.61337,-0.17074,-1.40936
0.8809,0.68541,-0.13244,-1.55649
0.9148,0.73508,-0.03646,-1.66328
0.9491,0.78473,0.09666,-1.75068
0.9844,0.84214,0.21635,-1.79996
1.0181,0.83536,0.34890,-1.81470
1.0509,0.73666,0.44939,-1.80104
1.0849,0.62430,0.47950,-1.72947
1.1191,0.56531,0.48864,-1.63778
1.1534,0.51430,0.49612,-1.53644
1.1878,0.44847,0.45442,-1.40014
1.2213,0.39129,0.38125,-1.23822
1.2570,0.33133,0.30985,-1.04977
1.2899,0.26358,0.22689,-0.82849
1.3237,0.19384,0.12858,-0.58910
1.3573,0.11596,0.01384,-0.33903
1.3913,0.03207,-0.09940,-0.06788
1.4255,-0.05873,-0.17296,0.23706
1.4596,-0.12775,-0.25551,0.55925
1.4932,-0.20415,-0.35883,0.88973
1.5285,-0.30670,-0.44283,1.22604
1.5622,-0.41541,-0.53574,1.52808
1.5961,-0.49437,-0.64863,1.80998
1.6304,-0.57281,-0.72247,2.03607
1.6646,-0.76681,-0.70466,2.19586
1.6981,-1.10494,-0.55022,2.37373
1.7322,-1.48537,-0.31816,2.57493
1.7656,-1.81815,-0.03567,2.81616
1.7998,-1.97562,0.26946,2.99585
1.8338,-1.86948,0.44554,3.03435
1.8680,-1.70190,0.53719,2.93261
1.9019,-1.57574,0.60025,2.73943
1.9360,-1.42127,0.60568,2.48135
1.9698,-1.30712,0.57585,2.22826
2.0035,-1.25783,0.49422,1.98780
2.0376,-1.20054,0.37046,1.75207
2.0716,-1.13504,0.23076,1.50461
2.1061,-1.05751,0.09544,1.26905
2.1399,-0.99777,0.02005,1.05218
2.1741,-0.92393,-0.03374,0.86944
2.2084,-0.84280,-0.06204,0.71294
2.2420,-0.75476,-0.08171,0.55597
2.2761,-0.67177,-0.07924,0.41413
2.3104,-0.58010,-0.06813,0.31186
2.3440,-0.47524,-0.04923,0.23130
2.3780,-0.41380,-0.02224,0.17425
2.4119,-0.34757,-0.02439,0.13830
2.4460,-0.29348,-0.02920,0.10419
2.4800,-0.26236,-0.01710,0.06821
2.5141,-0.23798,-0.00436,0.03721
2.5485,-0.20769,0.00994,0.01597
2.5822,-0.20034,0.03102,0.00102
2.6161,-0.18562,0.04790,-0.01971
2.6504,-0.17521,0.05201,-0.04638
2.6852,-0.17994,0.07606,-0.06821
2.7181,-0.20143,0.11698,-0.08758
2.7520,-0.16815,0.13691,-0.10020
2.7859,-0.09540,0.13539,-0.09846
