time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:19:19:208, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.06797,0.02612,0.01635
0.0308,-0.06611,0.03603,0.03369
0.0644,-0.07622,0.05224,0.03989
0.0985,-0.07372,0.05511,0.03176
0.1328,-0.05981,0.04710,0.01747
0.1668,-0.05634,0.05097,0.00915
0.2007,-0.04469,0.05624,-0.00765
0.2349,-0.00021,0.05404,-0.03573
0.2690,0.03734,0.05697,-0.07744
0.3031,0.05214,0.04906,-0.13562
0.3371,0.08169,0.01366,-0.21944
0.3711,0.07497,-0.00581,-0.32446
0.4052,0.01214,-0.00150,-0.44971
0.4387,-0.10870,0.01403,-0.59036
0.4730,-0.18569,0.07874,-0.79416
0.5077,-0.03614,0.11286,-1.04101
0.5414,0.22280,0.12628,-1.27892
0.5754,0.38597,0.18810,-1.48264
0.6093,0.48900,0.24229,-1.63757
0.6452,0.47906,0.29314,-1.74374
0.6777,0.41273,0.35058,-1.82879
0.7120,0.29584,0.39562,-1.89730
0.7451,0.32364,0.33817,-1.95862
0.7798,0.50319,0.27882,-2.02954
0.8132,0.61916,0.27446,-2.06265
0.8477,0.66867,0.25183,-2.05962
0.8818,0.74767,0.15531,-2.01343
0.9158,0.78672,0.07037,-1.90904
0.9498,0.75349,0.00925,-1.76836
0.9843,0.68434,-0.05160,-1.59674
1.0175,0.59342,-0.10398,-1.38179
1.0518,0.48013,-0.14713,-1.13715
1.0857,0.39685,-0.19043,-0.88676
1.1226,0.31129,-0.19627,-0.63232
1.1535,0.22671,-0.18724,-0.37761
1.1882,0.16679,-0.19057,-0.14023
1.2215,0.13528,-0.19657,0.09538
1.2557,0.09561,-0.18690,0.35188
1.2898,0.03849,-0.18066,0.62651
1.3236,-0.02351,-0.17920,0.92173
1.3587,-0.11084,-0.16030,1.22964
1.3938,-0.22637,-0.14303,1.53999
1.4261,-0.29080,-0.14968,1.86808
1.4598,-0.34925,-0.16672,2.22018
1.4954,-0.46427,-0.16698,2.54274
1.5283,-0.58273,-0.15327,2.80630
1.5616,-0.61015,-0.15314,2.97412
1.5957,-0.68608,-0.14146,3.06621
1.6298,-0.83543,-0.12301,3.11887
1.6640,-0.95055,-0.07538,3.13070
1.6981,-1.06984,0.01696,3.11280
1.7324,-1.22809,0.14448,3.08871
1.7667,-1.30075,0.24279,3.01480
1.8004,-1.24555,0.29774,2.86097
1.8345,-1.12264,0.31713,2.63624
1.8716,-0.98745,0.28511,2.35792
1.9033,-0.85534,0.19308,2.06075
1.9364,-0.80960,0.11940,1.75544
1.9703,-0.82115,0.06400,1.48019
2.0045,-0.81015,0.00053,1.25692
2.0382,-0.75548,-0.06715,1.04293
2.0722,-0.69464,-0.11622,0.84025
2.1065,-0.64409,-0.13581,0.66841
2.1406,-0.57569,-0.16602,0.51939
2.1745,-0.49025,-0.18958,0.39154
2.2086,-0.42063,-0.17642,0.29247
2.2431,-0.35798,-0.16403,0.20757
2.2762,-0.26658,-0.14964,0.12723
2.3112,-0.17725,-0.12395,0.07444
2.3449,-0.12006,-0.09547,0.04079
2.3785,-0.08178,-0.08247,0.00501
2.4132,-0.04390,-0.06759,-0.02258
2.4463,-0.01970,-0.04025,-0.03490
2.4805,-0.00641,-0.02261,-0.04146
2.5149,-0.00157,-0.01224,-0.04400
2.5490,0.00411,0.00942,-0.04569
2.5826,0.01999,0.01307,-0.04347
2.6174,0.02456,0.01060,-0.04156
2.6506,0.02350,0.00431,-0.04226
2.6846,0.00412,0.01008,-0.03738
2.7187,-0.05089,0.03336,-0.03456
2.7527,-0.03235,0.02633,-0.03335
