time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:13:54:868, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.07000,0.12936,-0.09288
0.0316,-0.06138,0.10473,-0.07222
0.0654,-0.02905,0.07172,-0.05912
0.0994,-0.00110,0.05606,-0.04653
0.1338,-0.01216,0.06033,-0.03594
0.1678,-0.00972,0.05398,-0.02991
0.2015,-0.00932,0.05195,-0.01951
0.2355,-0.01759,0.05218,-0.00492
0.2698,-0.02343,0.04134,0.00958
0.3035,-0.03513,0.02434,0.01952
0.3376,-0.02973,-0.00177,0.02607
0.3720,-0.01699,-0.00879,0.03523
0.4059,-0.00174,-0.00024,0.04754
0.4398,0.02114,-0.00070,0.05733
0.4739,0.05141,-0.00425,0.06477
0.5081,0.07182,-0.00516,0.07596
0.5493,0.08956,-0.02563,0.09283
0.5759,0.10700,-0.06682,0.11454
0.6102,0.11405,-0.12086,0.11086
0.6438,0.14296,-0.12595,0.03153
0.6779,0.17336,-0.09544,-0.10728
0.7120,0.22699,-0.07751,-0.27219
0.7461,0.36601,-0.08231,-0.44479
0.7797,0.49144,-0.03083,-0.63531
0.8140,0.58749,0.03659,-0.83918
0.8481,0.71999,0.08110,-1.03329
0.8821,0.90150,0.12035,-1.20030
0.9158,0.94266,0.17687,-1.34286
0.9514,0.88781,0.30818,-1.47078
0.9846,0.95659,0.39905,-1.59319
1.0181,0.95751,0.55685,-1.74648
1.0524,0.77655,0.77868,-1.92291
1.0862,0.65785,0.95091,-2.09881
1.1203,0.75279,0.96457,-2.27784
1.1548,0.76568,0.95223,-2.42150
1.1880,0.66278,0.91409,-2.50799
1.2226,0.61583,0.91635,-2.56452
1.2563,0.59911,0.87547,-2.50894
1.2906,0.52123,0.76934,-2.41457
1.3244,0.44440,0.69470,-2.25641
1.3583,0.39010,0.59307,-2.02259
1.3923,0.36005,0.45340,-1.77380
1.4266,0.38694,0.28952,-1.51158
1.4603,0.41008,0.16954,-1.24874
1.4943,0.43219,0.05322,-0.98630
1.5284,0.41059,-0.05862,-0.71518
1.5624,0.37896,-0.16480,-0.44392
1.5964,0.34295,-0.29677,-0.17705
1.6311,0.26274,-0.42114,0.10524
1.6650,0.15573,-0.50026,0.44024
1.6989,0.02695,-0.57280,0.81451
1.7333,-0.10065,-0.67515,1.18314
1.7668,-0.24976,-0.75696,1.57422
1.8005,-0.36396,-0.84891,2.00323
1.8347,-0.40407,-1.06580,2.42009
1.8685,-0.63044,-1.26227,2.81155
1.9026,-0.90511,-1.42238,3.14277
1.9367,-1.16715,-1.53423,3.34542
1.9712,-1.53561,-1.41043,3.43673
2.0047,-2.01000,-1.06050,3.53019
2.0389,-2.36221,-0.69629,3.69490
2.0729,-2.37123,-0.32079,3.71108
2.1082,-2.19552,-0.03787,3.56008
2.1408,-1.99651,0.11341,3.31723
2.1750,-1.83248,0.18131,3.04076
2.2093,-1.66542,0.15696,2.75737
2.2474,-1.50549,0.11221,2.45971
2.2769,-1.37174,0.09669,2.16158
2.3110,-1.25043,0.04774,1.86677
2.3454,-1.15705,-0.04168,1.58231
2.3806,-1.05594,-0.13216,1.30926
2.4136,-0.91887,-0.22749,1.06682
2.4471,-0.81646,-0.25355,0.88947
2.4824,-0.72603,-0.22766,0.73576
2.5164,-0.63700,-0.19996,0.59141
2.5504,-0.55436,-0.19080,0.47638
2.5855,-0.48561,-0.16588,0.38902
2.6173,-0.41135,-0.12986,0.32176
2.6522,-0.34082,-0.10566,0.26124
2.6851,-0.29475,-0.08134,0.20434
2.7201,-0.25883,-0.05472,0.15517
2.7542,-0.22066,-0.03368,0.10894
2.7890,-0.17809,-0.03908,0.06585
2.8218,-0.14296,-0.03077,0.03300
2.8555,-0.10372,-0.00475,0.01062
2.8904,-0.08437,0.01437,-0.01067
2.9240,-0.07578,0.01928,-0.03271
2.9582,-0.07615,0.03196,-0.04735
2.9928,-0.06629,0.04311,-0.05682
3.0270,-0.05796,0.04961,-0.06313
3.0603,-0.04951,0.05238,-0.06262
3.0952,-0.04127,0.05912,-0.05856
3.1289,-0.03778,0.06437,-0.05206
3.1640,-0.04137,0.07572,-0.04128
3.2005,-0.06703,0.08375,-0.03306
3.2308,-0.09088,0.08747,-0.02530
3.2635,-0.12722,0.09925,-0.02148
3.2976,-0.13486,0.09503,-0.02155
3.3317,-0.11648,0.07616,-0.02037
3.3655,-0.08731,0.05250,-0.01579
