time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:15:56:472, 
0.0000,0.00000,0.00000,0.00000
0.0004,0.02315,0.10838,0.03040
0.0315,-0.00710,0.13715,0.02553
0.0654,-0.00727,0.14906,0.02385
0.0997,0.01099,0.13573,0.01880
0.1341,0.00486,0.12087,0.01370
0.1680,0.01468,0.09969,0.00631
0.2017,0.01841,0.08801,0.00487
0.2359,0.00634,0.07972,0.00226
0.2702,-0.01937,0.07709,-0.00983
0.3040,-0.07668,0.08036,-0.01919
0.3381,-0.15637,0.06152,-0.04787
0.3717,-0.18302,0.00175,-0.08753
0.4059,-0.22444,-0.03891,-0.12712
0.4401,-0.28965,-0.04780,-0.15903
0.4744,-0.23378,-0.02779,-0.27194
0.5128,-0.13667,-0.00778,-0.49233
0.5433,-0.03659,-0.00305,-0.70976
0.5763,0.07289,0.00675,-0.90374
0.6104,0.18782,-0.00247,-1.07997
0.6453,0.31299,-0.02903,-1.26719
0.6784,0.31718,0.05178,-1.51088
0.7129,0.35357,0.11929,-1.73615
0.7465,0.54074,0.04265,-1.87885
0.7807,0.62414,0.02275,-1.96432
0.8144,0.62091,0.08667,-1.97928
0.8484,0.62246,0.13516,-1.91627
0.8826,0.55979,0.16466,-1.80803
0.9171,0.48558,0.17419,-1.67820
0.9504,0.42971,0.18015,-1.50024
0.9843,0.35835,0.17516,-1.28498
1.0186,0.30500,0.13649,-1.08448
1.0524,0.26276,0.09180,-0.85678
1.0865,0.21432,0.04975,-0.59549
1.1205,0.19738,-0.00189,-0.33007
1.1548,0.18914,-0.05445,-0.05933
1.1891,0.18351,-0.11260,0.21198
1.2227,0.14754,-0.16342,0.47579
1.2565,0.11085,-0.19457,0.74061
1.2913,0.10879,-0.20857,1.01406
1.3254,0.10096,-0.20955,1.30147
1.3589,0.06516,-0.18934,1.59396
1.3937,0.04685,-0.21193,1.88288
1.4273,-0.13886,-0.28006,2.16800
1.4614,-0.60917,-0.26764,2.42852
1.4949,-1.05877,-0.17404,2.66845
1.5327,-1.36947,-0.01611,2.91399
1.5628,-1.60875,0.25347,3.16339
1.5972,-1.61208,0.46617,3.27143
1.6314,-1.43953,0.52331,3.22435
1.6651,-1.28666,0.54726,3.07505
1.6992,-1.17740,0.57649,2.87242
1.7336,-1.08574,0.61069,2.62614
1.7671,-0.98254,0.63220,2.30898
1.8021,-0.85794,0.60344,1.97359
1.8353,-0.77042,0.55564,1.69595
1.8696,-0.70595,0.52297,1.44521
1.9034,-0.61775,0.44389,1.22054
1.9375,-0.57656,0.34540,1.02277
1.9714,-0.53672,0.26027,0.83566
2.0057,-0.48446,0.18217,0.64549
2.0393,-0.42303,0.10115,0.46304
2.0732,-0.36426,0.04576,0.31901
2.1075,-0.31593,0.01674,0.20630
2.1414,-0.26949,-0.00349,0.10865
2.1768,-0.20790,-0.02118,0.03017
2.2093,-0.17388,-0.02740,-0.01331
2.2435,-0.15474,-0.02002,-0.02792
2.2775,-0.12644,-0.01551,-0.03963
2.3117,-0.08590,-0.02784,-0.05171
2.3457,-0.05823,-0.03545,-0.06004
2.3795,-0.05490,-0.03496,-0.06457
2.4131,-0.10214,0.00228,-0.07070
2.4471,-0.07148,-0.00898,-0.07194
2.4812,-0.01555,-0.04370,-0.06847
