time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:11:57:003, 
0.0000,0.00000,0.00000,0.00000
0.0007,-0.03711,0.00723,-0.01152
0.0303,-0.02721,0.02974,-0.00951
0.0645,-0.00349,0.03865,-0.02352
0.0983,0.01585,0.04093,-0.05151
0.1323,0.02960,0.02288,-0.09097
0.1670,0.06620,-0.01065,-0.14191
0.2005,0.09394,-0.03095,-0.19740
0.2346,0.13081,-0.02720,-0.24020
0.2685,0.16880,-0.01479,-0.26396
0.3025,0.19096,-0.00994,-0.29472
0.3368,0.19228,-0.00627,-0.36848
0.3710,0.16160,-0.00000,-0.48175
0.4046,0.14231,0.01683,-0.62942
0.4387,0.11626,0.03001,-0.79329
0.4730,0.04020,0.04010,-0.98422
0.5082,0.09591,-0.02303,-1.16943
0.5407,0.17025,-0.03401,-1.40238
0.5756,0.15927,0.07217,-1.61604
0.6095,0.32412,0.12903,-1.73915
0.6433,0.65469,0.11066,-1.82917
0.6772,0.70740,0.21781,-1.89419
0.7111,0.53556,0.44261,-1.93182
0.7448,0.50724,0.56324,-1.90312
0.7794,0.50030,0.62550,-1.81388
0.8135,0.53324,0.60106,-1.71696
0.8474,0.54832,0.50630,-1.60088
0.8825,0.50658,0.42728,-1.43899
0.9154,0.43183,0.32456,-1.22763
0.9496,0.31918,0.23022,-0.96168
0.9831,0.17731,0.15174,-0.68636
1.0172,0.08724,0.03716,-0.40271
1.0560,-0.00908,-0.08528,-0.12657
1.0851,-0.04701,-0.25001,0.16565
1.1237,0.00779,-0.43089,0.48827
1.1540,0.02799,-0.60121,0.78532
1.1876,-0.01626,-0.74460,1.12565
1.2212,-0.13538,-0.86252,1.53696
1.2553,-0.37651,-0.90488,1.96932
1.2892,-0.82235,-0.82896,2.38651
1.3236,-1.34092,-0.69358,2.77852
1.3575,-1.67805,-0.59142,3.09163
1.3948,-1.99274,-0.36674,3.28826
1.4255,-2.32507,-0.01022,3.45028
1.4601,-2.27862,0.22878,3.44823
1.4937,-1.99961,0.40335,3.29685
1.5280,-1.70818,0.56760,3.07825
1.5624,-1.44248,0.66009,2.79255
1.5968,-1.22578,0.66838,2.50892
1.6298,-1.03978,0.58498,2.20743
1.6640,-0.90979,0.49576,1.86488
1.6982,-0.83651,0.41503,1.54320
1.7327,-0.79036,0.30116,1.28259
1.7671,-0.73962,0.17714,1.05691
1.8007,-0.67651,0.07954,0.85103
1.8338,-0.58427,0.00286,0.66655
1.8679,-0.48492,-0.06404,0.48432
1.9018,-0.39415,-0.10406,0.32278
1.9365,-0.30886,-0.10781,0.18300
1.9719,-0.23977,-0.09315,0.06172
2.0042,-0.18092,-0.06870,-0.02856
2.0403,-0.12445,-0.05196,-0.09705
2.0730,-0.07555,-0.03708,-0.15285
2.1064,-0.05099,-0.02245,-0.19142
2.1399,-0.02764,-0.01542,-0.21060
2.1740,-0.00365,-0.00851,-0.22215
2.2080,0.01872,-0.00760,-0.22740
2.2423,0.03945,-0.00658,-0.21837
2.2759,0.04690,-0.00572,-0.20407
2.3106,0.04530,-0.01216,-0.18550
2.3445,0.03696,-0.00425,-0.16423
2.3786,0.03580,0.00604,-0.13787
2.4123,0.03993,0.01458,-0.10369
2.4461,0.04874,0.01989,-0.08118
2.4799,0.04014,0.02612,-0.06508
2.5143,0.02579,0.03595,-0.04704
2.5487,0.01648,0.05347,-0.02989
2.5825,-0.00458,0.07913,-0.00870
2.6167,-0.04758,0.10099,0.00519
2.6505,-0.08860,0.11280,0.01110
2.6847,-0.08415,0.10245,0.02527
