time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:12:12:974, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.08245,0.10290,0.03318
0.0318,-0.08241,0.08221,0.01994
0.0659,-0.07358,0.06220,0.01002
0.0999,-0.06131,0.04609,0.00409
0.1334,-0.04381,0.03308,0.00134
0.1678,-0.02710,0.01784,-0.00093
0.2019,-0.02534,0.01184,0.00043
0.2357,-0.01675,0.00770,0.00066
0.2700,-0.00271,-0.00153,-0.00139
0.3038,-0.00228,0.00224,-0.00240
0.3378,0.00365,0.00163,-0.00190
0.3717,0.01397,-0.00086,0.00079
0.4058,0.03596,-0.00278,0.00204
0.4402,0.05634,-0.00549,-0.00024
0.4739,0.06227,-0.01020,-0.01728
0.5083,0.06353,-0.01977,-0.04940
0.5418,0.02595,-0.02407,-0.09919
0.5760,-0.03192,-0.01916,-0.18721
0.6099,-0.05723,-0.02322,-0.30958
0.6444,-0.05813,-0.02945,-0.44459
0.6791,-0.05861,-0.03281,-0.58766
0.7124,-0.04498,-0.04834,-0.76090
0.7461,-0.06699,-0.08687,-0.94225
0.7803,-0.11574,-0.15451,-1.11064
0.8144,-0.07113,-0.22490,-1.29066
0.8484,0.08739,-0.26576,-1.44252
0.8826,0.22667,-0.21749,-1.53909
0.9167,0.31313,-0.11361,-1.61879
0.9517,0.42451,-0.02343,-1.69908
0.9841,0.53446,0.02709,-1.75278
1.0184,0.61256,0.05273,-1.74431
1.0528,0.65455,0.05804,-1.69195
1.0867,0.67467,0.10172,-1.61343
1.1204,0.65250,0.15015,-1.48703
1.1543,0.57432,0.16083,-1.32686
1.1885,0.48127,0.11948,-1.15887
1.2229,0.40860,0.06880,-0.99687
1.2571,0.34211,0.01996,-0.81396
1.2905,0.26732,-0.03259,-0.59432
1.3250,0.18554,-0.08855,-0.36197
1.3587,0.09006,-0.13290,-0.10936
1.3927,-0.01229,-0.15584,0.16715
1.4271,-0.11443,-0.15591,0.45521
1.4644,-0.24111,-0.14884,0.73659
1.4952,-0.42380,-0.10068,1.07858
1.5288,-0.56539,0.01172,1.48430
1.5634,-0.73138,0.10533,1.88722
1.5985,-0.98054,0.11732,2.24875
1.6310,-1.21230,0.06159,2.53376
1.6651,-1.44476,0.08666,2.76819
1.6989,-1.68144,0.26714,2.97390
1.7329,-1.82846,0.48126,3.11069
1.7671,-1.80584,0.65209,3.12345
1.8010,-1.65233,0.78797,3.01984
1.8354,-1.40981,0.90928,2.84455
1.8689,-1.17446,0.97627,2.65979
1.9050,-0.96559,0.96108,2.48047
1.9371,-0.78620,0.87252,2.28139
1.9714,-0.69220,0.75745,2.04763
2.0051,-0.65208,0.59883,1.77999
2.0406,-0.59558,0.42638,1.49686
2.0734,-0.56408,0.28691,1.23819
2.1074,-0.59138,0.19997,1.02141
2.1414,-0.58679,0.09598,0.83006
2.1780,-0.55530,-0.01827,0.63879
2.2092,-0.47041,-0.09256,0.46082
2.2436,-0.34767,-0.11899,0.32244
2.2776,-0.21548,-0.13071,0.18548
2.3114,-0.11027,-0.12211,0.08356
2.3454,-0.05241,-0.10572,0.02986
2.3799,-0.03177,-0.10416,-0.00516
2.4135,-0.02785,-0.10876,-0.02467
2.4476,-0.04727,-0.08831,-0.02130
2.4815,-0.05926,-0.07039,-0.01051
2.5156,-0.05045,-0.06871,-0.00613
2.5493,-0.03384,-0.05706,-0.00300
2.5841,-0.03664,-0.04304,0.00168
2.6176,-0.05580,-0.03175,0.00895
2.6531,-0.05890,-0.02232,0.01301
2.6860,-0.05542,-0.01191,0.01647
2.7233,-0.04765,-0.00767,0.01600
2.7533,-0.04742,0.00052,0.01447
2.7875,-0.05679,0.00996,0.01382
2.8215,-0.05998,0.01914,0.01983
2.8556,-0.11021,0.05837,0.02043
2.8899,-0.13551,0.07271,0.01575
2.9240,-0.07264,0.04448,0.01306
2.9577,-0.01559,0.03576,0.01079
