time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:21:07:163, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.32396,-0.31107,-0.20563
0.0331,-0.25124,-0.24223,-0.17136
0.0669,-0.23370,-0.20822,-0.10721
0.1013,-0.26083,-0.22979,-0.04067
0.1353,-0.35049,-0.27799,-0.05939
0.1693,-0.40581,-0.33603,-0.08212
0.2033,-0.52030,-0.35212,-0.08480
0.2374,-0.56637,-0.36740,-0.04123
0.2713,-0.46890,-0.43853,0.01927
0.3056,-0.27863,-0.53026,0.00592
0.3394,-0.20305,-0.47544,0.01286
0.3731,-0.22448,-0.35780,0.03909
0.4075,-0.28087,-0.25341,0.05676
0.4412,-0.30718,-0.23200,-0.00989
0.4753,-0.29350,-0.25279,-0.10406
0.5092,-0.29126,-0.22548,-0.18459
0.5434,-0.33680,-0.18435,-0.27239
0.5776,-0.34563,-0.16905,-0.37660
0.6116,-0.37905,-0.15054,-0.50397
0.6456,-0.40306,-0.15365,-0.64716
0.6799,-0.43066,-0.17566,-0.83252
0.7139,-0.48147,-0.14120,-1.05510
0.7480,-0.50915,-0.08856,-1.27990
0.7823,-0.48602,-0.04541,-1.50812
0.8162,-0.41830,0.00049,-1.73435
0.8501,-0.39400,0.08508,-1.95771
0.8850,-0.36226,0.20187,-2.17033
0.9184,-0.31394,0.25480,-2.34275
0.9529,-0.35200,0.33252,-2.49181
0.9863,-0.44460,0.42749,-2.64598
1.0199,-0.48548,0.41730,-2.74646
1.0537,-0.53990,0.45301,-2.85468
1.0878,-0.59026,0.45558,-2.90932
1.1218,-0.64364,0.49491,-2.94129
1.1561,-0.72035,0.57524,-2.99697
1.1901,-0.74539,0.67229,-3.02057
1.2242,-0.75458,0.73671,-3.07985
1.2582,-0.75423,0.84342,-3.13015
1.2922,-0.69500,0.88926,-3.13913
1.3265,-0.62062,0.97817,-3.08620
1.3605,-0.47393,0.97286,-2.92250
1.3942,-0.33083,0.94810,-2.66858
1.4286,-0.21606,0.86891,-2.31536
1.4627,0.00617,0.62564,-1.84082
1.4967,0.20016,0.35200,-1.26993
1.5306,0.37286,0.07979,-0.63807
1.5642,0.65362,-0.30934,0.10124
1.5988,1.01710,-0.87043,0.86283
1.6328,1.29768,-1.45106,1.63548
1.6664,1.54626,-1.98998,2.59820
1.7011,1.83736,-2.65112,3.51495
1.7355,2.06330,-3.61529,4.32535
1.7688,1.45434,-4.33873,4.89742
1.8038,0.44852,-3.43428,5.09217
1.8363,-0.00227,-2.21335,5.31562
1.8719,-0.14366,-1.18029,5.59488
1.9058,0.06078,-0.51764,5.48918
1.9402,0.25518,-0.01202,5.18312
1.9763,0.33938,0.37268,4.80572
2.0065,0.45867,0.55283,4.37600
2.0418,0.56078,0.59474,3.97046
2.0765,0.53670,0.64284,3.55464
2.1115,0.58185,0.60670,3.10263
2.1439,0.56305,0.51039,2.66455
2.1771,0.42638,0.41705,2.26055
2.2108,0.28872,0.35024,1.86975
2.2452,0.20764,0.26342,1.50096
2.2795,0.15772,0.15146,1.14696
2.3140,0.07242,0.10389,0.85980
2.3471,0.01242,0.06286,0.60588
2.3813,-0.01737,0.02853,0.38521
2.4151,-0.05187,0.02216,0.20785
2.4489,-0.09566,0.00304,0.05358
2.4860,-0.10940,-0.02766,-0.08563
2.5182,-0.15520,-0.04488,-0.20349
2.5515,-0.21250,-0.07920,-0.32271
2.5862,-0.23517,-0.12449,-0.44639
2.6198,-0.27943,-0.14836,-0.54901
2.6541,-0.31349,-0.15314,-0.63137
2.6883,-0.34202,-0.16258,-0.70880
2.7231,-0.38436,-0.19521,-0.78014
2.7569,-0.40877,-0.24253,-0.85895
2.7920,-0.42131,-0.25997,-0.93881
2.8236,-0.40890,-0.24300,-1.01056
2.8585,-0.40374,-0.18675,-1.06903
2.8929,-0.34667,-0.12263,-1.10560
2.9263,-0.29106,-0.02595,-1.11199
2.9621,-0.31010,0.10063,-1.07609
2.9944,-0.30132,0.21802,-1.01679
3.0272,-0.26164,0.32948,-0.94701
3.0622,-0.24849,0.43330,-0.86354
3.0954,-0.20904,0.52107,-0.78937
3.1303,-0.16653,0.59624,-0.71705
3.1631,-0.16539,0.67559,-0.65496
3.1973,-0.18415,0.72948,-0.60611
3.2333,-0.27453,0.83398,-0.56189
3.2663,-0.33185,0.89630,-0.52444
3.3007,-0.27829,0.84000,-0.49976
3.3346,-0.28344,0.85170,-0.46826
3.3676,-0.26100,0.85703,-0.45401
