time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:20:13:102, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.13660,0.10254,-0.03405
0.0315,-0.12131,0.08495,0.00309
0.0655,-0.11300,0.07243,0.03036
0.0996,-0.10430,0.05847,0.04768
0.1335,-0.09810,0.02848,0.05699
0.1674,-0.08120,0.00262,0.06409
0.2016,-0.06856,0.00636,0.06820
0.2355,-0.05206,0.00255,0.06837
0.2697,-0.03569,-0.01529,0.06561
0.3038,-0.01896,-0.02090,0.05980
0.3374,-0.00156,-0.01934,0.05187
0.3714,0.01876,-0.01218,0.04385
0.4056,0.03164,-0.00682,0.03817
0.4393,0.05381,-0.00055,0.02914
0.4734,0.07754,0.00420,0.02197
0.5083,0.09411,0.00982,0.01008
0.5424,0.10409,0.00872,-0.00823
0.5762,0.11742,-0.00912,-0.03315
0.6080,0.12887,-0.02984,-0.06819
0.6422,0.14382,-0.05593,-0.12251
0.6758,0.13754,-0.09235,-0.18941
0.7110,0.14312,-0.07736,-0.29012
0.7439,0.16085,-0.02814,-0.43936
0.7778,0.15847,0.04719,-0.61248
0.8117,0.20958,0.09546,-0.78694
0.8461,0.24433,0.11023,-0.96425
0.8801,0.30709,0.09509,-1.14058
0.9138,0.42097,0.03334,-1.29293
0.9478,0.47140,-0.00549,-1.41886
0.9821,0.53729,-0.06419,-1.51803
1.0159,0.64491,-0.14938,-1.57676
1.0500,0.69330,-0.17248,-1.59470
1.0845,0.71151,-0.13971,-1.57678
1.1195,0.76934,-0.12237,-1.51023
1.1520,0.80480,-0.08949,-1.40948
1.1867,0.80556,-0.04766,-1.29477
1.2202,0.79205,-0.00684,-1.17696
1.2543,0.75228,0.03185,-1.04490
1.2884,0.69695,0.04771,-0.89867
1.3224,0.62923,0.05001,-0.74491
1.3562,0.53814,0.03718,-0.58430
1.3902,0.41420,0.02172,-0.41318
1.4246,0.28289,0.01401,-0.22786
1.4585,0.14079,0.01001,-0.03057
1.4928,-0.01290,0.01034,0.17544
1.5267,-0.16118,0.00899,0.38104
1.5607,-0.29135,0.02203,0.58621
1.5948,-0.43924,0.08115,0.81593
1.6283,-0.57335,0.16736,1.09982
1.6630,-0.59458,0.23620,1.37891
1.6966,-0.58345,0.24812,1.62455
1.7307,-0.63568,0.17876,1.88495
1.7663,-0.68821,0.05595,2.13998
1.7990,-0.80325,-0.01303,2.33660
1.8329,-0.97100,-0.01046,2.47177
1.8672,-1.09501,0.01505,2.53442
1.9008,-1.17314,0.04614,2.54104
1.9362,-1.24410,0.09468,2.47880
1.9689,-1.23502,0.12425,2.33641
2.0031,-1.14732,0.14240,2.13243
2.0375,-1.05316,0.16532,1.91609
2.0733,-0.95062,0.16831,1.69363
2.1050,-0.81784,0.14168,1.45295
2.1393,-0.70060,0.11066,1.22054
2.1728,-0.61825,0.06413,1.01975
2.2072,-0.55802,0.01462,0.84890
2.2411,-0.50690,-0.00171,0.69599
2.2755,-0.44811,-0.01301,0.55488
2.3092,-0.39529,-0.04192,0.43370
2.3440,-0.36569,-0.04692,0.33652
2.3773,-0.34513,-0.04032,0.25475
2.4109,-0.32556,-0.04925,0.18095
2.4452,-0.30776,-0.03766,0.11366
2.4794,-0.30803,-0.00231,0.05168
2.5131,-0.32574,0.02888,-0.00859
2.5471,-0.30626,0.03875,-0.05506
2.5815,-0.25265,0.04657,-0.08488
2.6151,-0.20845,0.06652,-0.10650
2.6495,-0.18180,0.07483,-0.10852
2.6833,-0.14592,0.05240,-0.10030
2.7172,-0.11041,0.03754,-0.09891
2.7533,-0.09043,0.04588,-0.09967
2.7859,-0.07818,0.05265,-0.10069
2.8206,-0.06308,0.05329,-0.09562
2.8536,-0.05555,0.06751,-0.08588
2.8880,-0.08721,0.11184,-0.08107
2.9213,-0.10386,0.12597,-0.07624
2.9555,-0.06486,0.10803,-0.07006
