time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:13:20:996, 
0.0000,0.00000,0.00000,0.00000
0.0008,-0.01429,0.04360,-0.02149
0.0308,0.00120,0.04739,-0.00443
0.0644,0.02867,0.03901,0.00142
0.0991,0.05318,0.02967,-0.00710
0.1328,0.05056,0.02887,-0.01111
0.1667,0.06622,0.01544,-0.00946
0.1990,0.08946,0.01107,-0.00141
0.2326,0.10428,0.01040,0.00581
0.2688,0.11377,0.00169,0.00594
0.3008,0.11062,0.00721,0.00439
0.3345,0.11267,0.01694,0.00228
0.3689,0.10827,0.01927,0.00015
0.4030,0.10354,0.00906,0.00004
0.4368,0.09771,0.01142,0.00259
0.4709,0.09804,0.01378,0.00408
0.5060,0.10757,0.01039,0.00343
0.5391,0.11011,0.01279,0.00571
0.5731,0.10262,0.01317,0.00812
0.6089,0.10776,0.00572,0.00755
0.6409,0.11491,-0.00728,0.00139
0.6750,0.10787,-0.02404,-0.01770
0.7096,0.10408,-0.03684,-0.05285
0.7429,0.10081,-0.04508,-0.08864
0.7787,0.10858,-0.03169,-0.13643
0.8115,0.06658,-0.01820,-0.21321
0.8458,0.06151,-0.01922,-0.35331
0.8792,0.09625,-0.01538,-0.54002
0.9133,0.13050,-0.00761,-0.73982
0.9476,0.20143,0.00244,-0.91951
0.9816,0.22559,0.02456,-1.09613
1.0152,0.36940,-0.00323,-1.28410
1.0495,0.46492,-0.04982,-1.45246
1.0833,0.37568,-0.05190,-1.59153
1.1173,0.14593,0.02355,-1.78091
1.1515,-0.04666,0.20741,-2.01433
1.1856,-0.17090,0.32828,-2.21015
1.2199,-0.11418,0.40034,-2.38779
1.2537,0.01436,0.43128,-2.51750
1.2887,0.07786,0.39373,-2.55615
1.3226,0.12893,0.29904,-2.53666
1.3554,0.18823,0.18673,-2.46585
1.3893,0.16408,0.11051,-2.32939
1.4237,0.10220,0.01500,-2.14698
1.4583,0.07354,-0.09420,-1.92154
1.4939,0.02880,-0.14513,-1.66738
1.5261,-0.02303,-0.21404,-1.41185
1.5598,0.01744,-0.32579,-1.16671
1.5938,0.08170,-0.37858,-0.92314
1.6276,0.11699,-0.38285,-0.69319
1.6619,0.15163,-0.38701,-0.48651
1.6979,0.18375,-0.35262,-0.28413
1.7308,0.21491,-0.31022,-0.07244
1.7636,0.24379,-0.26323,0.16014
1.7981,0.28706,-0.18555,0.40655
1.8320,0.32986,-0.16562,0.66717
1.8661,0.35967,-0.19598,0.93825
1.8997,0.40984,-0.25930,1.26115
1.9341,0.37855,-0.34707,1.64866
1.9678,0.30682,-0.48071,2.05651
2.0018,0.27301,-0.65829,2.46083
2.0357,0.19569,-0.74888,2.84862
2.0698,-0.03180,-0.75541,3.19372
2.1040,-0.45616,-0.68786,3.42603
2.1378,-0.98752,-0.50633,3.56183
2.1718,-1.63680,-0.16904,3.71500
2.2063,-2.08498,0.42950,3.90914
2.2402,-1.96384,0.92282,3.97825
2.2745,-1.57041,1.17042,3.84929
2.3079,-1.29085,1.27969,3.67106
2.3418,-1.07352,1.21911,3.48599
2.3758,-0.83331,1.03063,3.22216
2.4104,-0.71322,0.85879,2.93402
2.4439,-0.67407,0.69744,2.64469
2.4785,-0.62420,0.52686,2.35799
2.5135,-0.65853,0.43456,2.07596
2.5467,-0.67023,0.33354,1.75937
2.5802,-0.64686,0.22396,1.44834
2.6146,-0.64235,0.12264,1.20301
2.6490,-0.62102,0.01262,0.96816
2.6823,-0.55674,-0.07843,0.76521
2.7160,-0.49725,-0.12678,0.60188
2.7506,-0.43523,-0.16246,0.45480
2.7843,-0.36486,-0.17674,0.33160
2.8186,-0.33307,-0.16593,0.23759
2.8524,-0.30565,-0.16414,0.17082
2.8866,-0.26887,-0.15808,0.11965
2.9208,-0.22369,-0.14888,0.07275
2.9553,-0.19450,-0.14019,0.03401
2.9896,-0.19004,-0.10981,0.01027
3.0229,-0.16754,-0.09388,-0.00618
3.0564,-0.14869,-0.08769,-0.02401
3.0907,-0.12740,-0.08113,-0.03559
3.1246,-0.11837,-0.06549,-0.04001
3.1621,-0.11442,-0.04978,-0.04618
3.1938,-0.10955,-0.03831,-0.05152
3.2266,-0.10819,-0.03160,-0.05560
3.2605,-0.09982,-0.01715,-0.05748
3.2973,-0.09682,-0.00085,-0.05236
3.3306,-0.08758,0.01048,-0.04859
3.3629,-0.08111,0.02218,-0.04902
3.3966,-0.07490,0.03096,-0.04678
3.4310,-0.06732,0.04081,-0.04466
3.4647,-0.06612,0.04919,-0.04062
3.4985,-0.05431,0.04412,-0.04235
3.5328,-0.04340,0.03416,-0.04987
3.5669,-0.05561,0.03307,-0.05409
3.6005,-0.09776,0.04177,-0.05710
3.6345,-0.09892,0.03251,-0.05598
3.6691,-0.07886,0.02445,-0.04653
