time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:18:11:543, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.00599,-0.04155,-0.05969
0.0317,-0.03336,-0.03244,-0.04283
0.0658,-0.05655,-0.03222,-0.03121
0.0998,-0.08982,-0.04920,-0.02420
0.1346,-0.11501,-0.06290,-0.01990
0.1679,-0.11655,-0.05509,-0.01650
0.2022,-0.11655,-0.04824,-0.00300
0.2361,-0.11059,-0.03509,0.00956
0.2701,-0.09139,-0.01715,0.01735
0.3041,-0.07105,-0.00753,0.02381
0.3381,-0.06364,0.00342,0.02751
0.3723,-0.06601,-0.00392,0.02710
0.4061,-0.08034,-0.03369,0.01974
0.4401,-0.11557,-0.06041,0.01370
0.4742,-0.18844,-0.13763,-0.00526
0.5093,-0.24470,-0.28807,-0.05005
0.5425,-0.25770,-0.38902,-0.13311
0.5768,-0.29513,-0.37293,-0.31326
0.6117,-0.27781,-0.31637,-0.54298
0.6444,-0.19285,-0.23364,-0.81689
0.6781,-0.04539,-0.19031,-1.12421
0.7125,0.16824,-0.27037,-1.38384
0.7461,0.34762,-0.33471,-1.56130
0.7806,0.38345,-0.35703,-1.66789
0.8153,0.30025,-0.33812,-1.69784
0.8488,0.23596,-0.31184,-1.68024
0.8826,0.17803,-0.29656,-1.62959
0.9167,0.10036,-0.24228,-1.53127
0.9529,0.07971,-0.17649,-1.39173
0.9849,0.04696,-0.10368,-1.25153
1.0192,0.03838,-0.05320,-1.12341
1.0523,0.08394,-0.06336,-1.00632
1.0868,0.10666,-0.07198,-0.86767
1.1207,0.07645,-0.04476,-0.69023
1.1550,0.05421,-0.00937,-0.48095
1.1886,0.04880,0.01685,-0.24471
1.2229,-0.01709,0.05522,0.01092
1.2572,-0.12404,0.11034,0.25217
1.2909,-0.15954,0.12102,0.47623
1.3246,-0.17352,0.08839,0.62864
1.3588,-0.21286,0.00716,0.72886
1.3926,-0.30227,-0.14548,0.90957
1.4265,-0.53341,-0.23092,1.25682
1.4614,-0.87260,-0.16051,1.73661
1.4948,-1.05498,0.02880,2.27959
1.5296,-1.04332,0.30511,2.87029
1.5661,-1.02304,0.67991,3.37459
1.5980,-0.92366,0.98323,3.62455
1.6320,-0.64512,1.06165,3.58505
1.6648,-0.36825,0.95037,3.30166
1.7001,-0.22936,0.83813,2.89849
1.7330,-0.12403,0.75222,2.45761
1.7670,-0.01354,0.62152,2.04255
1.8024,0.00626,0.48197,1.68179
1.8361,-0.00937,0.40807,1.37255
1.8699,-0.00617,0.31668,1.07377
1.9036,-0.03272,0.19797,0.80419
1.9383,-0.08085,0.10172,0.58476
1.9723,-0.12254,0.03440,0.39695
2.0061,-0.15061,-0.02114,0.23087
2.0403,-0.15675,-0.05489,0.11985
2.0732,-0.14524,-0.05754,0.05162
2.1082,-0.14927,-0.04903,0.00306
2.1418,-0.15609,-0.06282,-0.03355
2.1764,-0.18426,-0.06168,-0.07250
2.2106,-0.20313,-0.07064,-0.11429
2.2448,-0.20431,-0.09597,-0.15702
2.2778,-0.22708,-0.10589,-0.19438
2.3111,-0.22109,-0.11532,-0.21910
2.3454,-0.20973,-0.10842,-0.21480
2.3793,-0.19580,-0.09254,-0.20342
2.4135,-0.18176,-0.07286,-0.18450
2.4480,-0.15857,-0.04442,-0.16550
2.4815,-0.13439,-0.02734,-0.14237
2.5162,-0.11297,-0.00704,-0.11253
2.5494,-0.10723,0.01997,-0.08596
2.5835,-0.10099,0.03849,-0.06804
2.6174,-0.14674,0.07228,-0.05450
2.6517,-0.13002,0.08057,-0.04700
2.6855,-0.07515,0.05071,-0.05157
