time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:14:43:311, 
0.0000,0.00000,0.00000,0.00000
0.0007,0.08970,0.01999,-0.15677
0.0291,0.04733,0.02197,-0.10766
0.0636,0.02586,0.01567,-0.07045
0.0977,0.00167,0.01730,-0.03693
0.1317,-0.02775,0.01797,-0.01788
0.1657,-0.03360,0.01142,-0.00906
0.2004,-0.04082,0.01609,0.00031
0.2339,-0.04542,0.01479,0.00934
0.2683,-0.04581,0.01462,0.01168
0.3014,-0.03072,0.01103,0.01289
0.3359,-0.02325,0.00852,0.01422
0.3702,-0.02534,0.00966,0.01410
0.4037,-0.01265,0.00385,0.00954
0.4381,-0.00709,0.00515,0.00054
0.4720,-0.00392,0.00538,-0.00495
0.5065,0.01005,0.00221,-0.00391
0.5401,-0.01629,0.00545,0.00010
0.5740,-0.09706,-0.01840,-0.01067
0.6085,-0.20477,-0.06805,-0.05048
0.6417,-0.30263,-0.11057,-0.14224
0.6756,-0.38806,-0.14362,-0.26367
0.7096,-0.39099,-0.19264,-0.39254
0.7441,-0.35809,-0.25248,-0.52826
0.7778,-0.29007,-0.25027,-0.77285
0.8118,-0.07396,-0.21546,-1.05685
0.8458,0.13562,-0.09761,-1.30980
0.8800,0.48113,-0.02086,-1.54355
0.9137,0.79010,-0.03137,-1.75913
0.9477,0.92111,0.01168,-1.96983
0.9819,1.01730,0.07431,-2.14994
1.0160,1.09708,0.15998,-2.27020
1.0504,1.05758,0.23727,-2.30166
1.0872,0.94696,0.28711,-2.27080
1.1188,0.82011,0.33339,-2.18256
1.1521,0.74685,0.34901,-2.02378
1.1863,0.64564,0.34875,-1.79340
1.2207,0.54931,0.29175,-1.51074
1.2550,0.55271,0.18452,-1.21180
1.2895,0.56919,0.11175,-0.90486
1.3225,0.53597,-0.00644,-0.57352
1.3562,0.49899,-0.17195,-0.20608
1.3903,0.45339,-0.31757,0.19083
1.4244,0.38020,-0.46538,0.59811
1.4585,0.29575,-0.61313,0.98198
1.4925,0.21998,-0.73416,1.33622
1.5265,0.09922,-0.81783,1.67090
1.5606,-0.09662,-0.86206,1.98053
1.5946,-0.42028,-0.90605,2.22674
1.6284,-0.90319,-0.89889,2.52974
1.6636,-1.43383,-0.76139,2.89095
1.6968,-1.90801,-0.51917,3.20148
1.7304,-2.31685,-0.20652,3.49780
1.7645,-2.51691,0.11318,3.70139
1.7991,-2.37008,0.26276,3.66012
1.8326,-2.07973,0.34397,3.41349
1.8672,-1.83058,0.45453,3.14317
1.9007,-1.61473,0.53093,2.84630
1.9349,-1.34151,0.50546,2.48429
1.9685,-1.13522,0.44584,2.14980
2.0028,-1.00017,0.36518,1.85696
2.0369,-0.92554,0.28245,1.56285
2.0710,-0.88668,0.19101,1.30678
2.1048,-0.81725,0.07477,1.08531
2.1391,-0.73950,-0.02244,0.89599
2.1734,-0.67229,-0.07149,0.72583
2.2066,-0.58317,-0.10781,0.56985
2.2406,-0.49571,-0.11881,0.43326
2.2749,-0.41798,-0.09662,0.31254
2.3089,-0.33355,-0.06917,0.20232
2.3432,-0.25464,-0.04879,0.11152
2.3770,-0.18994,-0.03594,0.04154
2.4108,-0.13179,-0.02237,-0.01580
2.4452,-0.09192,0.00070,-0.05373
2.4796,-0.07183,0.00690,-0.07973
2.5132,-0.05901,-0.00191,-0.09539
2.5472,-0.07236,0.00030,-0.09274
2.5809,-0.07467,-0.00283,-0.08591
2.6153,-0.08627,-0.00262,-0.07947
2.6492,-0.09114,-0.00717,-0.06904
2.6835,-0.09603,-0.00962,-0.06015
2.7176,-0.08841,-0.00753,-0.05530
2.7515,-0.08355,-0.00992,-0.05491
2.7852,-0.07426,-0.01040,-0.05332
2.8196,-0.06194,-0.00198,-0.04429
2.8540,-0.05372,0.00292,-0.03161
2.8884,-0.06103,0.01855,-0.02140
2.9213,-0.05963,0.03491,-0.01981
2.9552,-0.03911,0.04017,-0.01498
2.9889,-0.01391,0.04065,-0.00930
