time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:11:39:683, 
0.0000,0.00000,0.00000,0.00000
0.0007,-0.13604,0.03440,-0.04857
0.0326,-0.11947,0.04848,-0.02844
0.0661,-0.08657,0.03484,-0.02080
0.1003,-0.06978,0.01945,-0.01935
0.1344,-0.05138,0.00841,-0.01540
0.1689,-0.03583,-0.00709,-0.01260
0.2020,-0.01985,-0.01158,-0.01369
0.2360,-0.00710,-0.00975,-0.01611
0.2705,0.01363,-0.00754,-0.02299
0.3043,0.01971,0.00306,-0.03777
0.3382,0.00425,0.01341,-0.05891
0.3721,0.01279,0.00804,-0.08833
0.4064,0.01738,0.01420,-0.12300
0.4404,0.03123,0.03094,-0.16845
0.4743,0.07865,0.03744,-0.25402
0.5089,0.12807,0.04635,-0.35387
0.5427,0.17858,0.05410,-0.45463
0.5767,0.23217,0.07408,-0.58984
0.6107,0.25822,0.07194,-0.75448
0.6446,0.32444,0.03249,-0.91917
0.6789,0.33336,0.01342,-1.07274
0.7127,0.33049,-0.00095,-1.24682
0.7465,0.41951,-0.03979,-1.41219
0.7812,0.50476,-0.00995,-1.50360
0.8147,0.50248,0.05531,-1.54760
0.8490,0.52437,0.08578,-1.54768
0.8829,0.50570,0.12695,-1.48465
0.9170,0.45251,0.16148,-1.38590
0.9506,0.41613,0.17549,-1.27476
0.9850,0.36247,0.18275,-1.13611
1.0191,0.30201,0.17867,-0.97485
1.0526,0.28054,0.15912,-0.80704
1.0871,0.26572,0.14049,-0.61340
1.1212,0.22168,0.11936,-0.39322
1.1549,0.17079,0.06735,-0.15961
1.1900,0.11905,0.01927,0.10189
1.2229,0.08805,0.00818,0.37750
1.2586,0.02904,0.04633,0.64533
1.2922,-0.04921,0.03252,0.94978
1.3247,-0.24071,-0.07355,1.31354
1.3587,-0.56179,-0.20383,1.73109
1.3938,-1.00702,-0.25644,2.16216
1.4285,-1.41381,-0.20005,2.58170
1.4609,-1.72311,-0.03219,2.92237
1.4952,-2.00526,0.28246,3.17955
1.5291,-2.07757,0.54794,3.27866
1.5633,-1.85906,0.60319,3.15542
1.5972,-1.65157,0.64900,2.87823
1.6313,-1.43715,0.68534,2.54129
1.6652,-1.23145,0.68324,2.16995
1.6991,-1.10217,0.63516,1.80527
1.7335,-0.98805,0.54724,1.47298
1.7680,-0.89578,0.49034,1.20713
1.8010,-0.80808,0.42356,0.99400
1.8354,-0.70460,0.30540,0.81431
1.8726,-0.61833,0.20407,0.67232
1.9032,-0.52940,0.12413,0.55681
1.9377,-0.39228,0.04913,0.45100
1.9714,-0.28386,0.00628,0.35346
2.0067,-0.24591,-0.02164,0.28448
2.0392,-0.17791,-0.04269,0.22532
2.0736,-0.12411,-0.04277,0.18267
2.1074,-0.09904,-0.02814,0.15251
2.1428,-0.06328,-0.01799,0.12106
2.1768,-0.02943,-0.01460,0.08787
2.2112,-0.00723,-0.00989,0.05573
2.2435,-0.00544,-0.00173,0.02938
2.2787,-0.01039,-0.00445,0.00508
2.3134,-0.00974,-0.00955,-0.01138
2.3471,-0.01025,0.00143,-0.01782
2.3813,-0.00570,0.01148,-0.01917
2.4203,0.00099,0.01504,-0.01685
2.4496,-0.00454,0.02514,-0.00934
2.4813,-0.00298,0.03250,-0.00188
2.5164,0.00710,0.02692,-0.00268
2.5507,-0.00308,0.02273,-0.00928
2.5840,-0.02963,0.02895,-0.01394
2.6179,-0.03310,0.02302,-0.01844
2.6524,-0.05110,0.03236,-0.02489
2.6867,-0.06958,0.04093,-0.02768
2.7196,-0.06616,0.03423,-0.02414
2.7543,-0.04314,0.01732,-0.01571
2.7877,-0.03138,0.00574,-0.01239
