time,X_value,Y_value,Z_value
Started:,8월 21 2019,11:10:12:116, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.02309,0.05643,-0.06031
0.0305,-0.02533,0.06154,-0.04254
0.0642,-0.01764,0.04594,-0.03700
0.0983,-0.00831,0.02332,-0.03137
0.1324,-0.00690,0.00428,-0.02628
0.1664,-0.00431,-0.00768,-0.02212
0.2004,-0.00534,-0.00730,-0.01342
0.2347,0.00614,-0.00459,-0.00644
0.2688,0.00525,-0.01129,0.00449
0.3027,0.00785,-0.01784,0.01226
0.3367,0.01498,-0.01674,0.01466
0.3712,0.01731,-0.00260,0.01899
0.4044,0.02272,0.00156,0.01599
0.4386,0.01357,0.00817,0.01257
0.4734,0.01365,0.00601,0.01284
0.5071,0.00872,0.00862,0.00944
0.5416,0.00384,0.01182,-0.00160
0.5760,0.01333,0.00363,-0.01635
0.6094,0.02335,-0.00043,-0.03573
0.6430,0.03273,0.00309,-0.06946
0.6770,0.05421,-0.01239,-0.11430
0.7111,0.07413,-0.05164,-0.17225
0.7446,0.10537,-0.08343,-0.25001
0.7787,0.12594,-0.11632,-0.34925
0.8133,0.15273,-0.19119,-0.45460
0.8515,0.13971,-0.17851,-0.57992
0.8810,0.04222,-0.08098,-0.76493
0.9161,-0.00343,-0.04046,-0.96617
0.9496,0.02473,-0.04099,-1.12947
0.9830,0.09329,-0.04288,-1.27227
1.0173,0.18192,-0.00917,-1.39682
1.0514,0.27245,0.08747,-1.43123
1.0867,0.34416,0.19000,-1.37918
1.1193,0.37243,0.27688,-1.28555
1.1534,0.35738,0.31324,-1.18745
1.1874,0.32217,0.30877,-1.07196
1.2217,0.25015,0.30724,-0.92589
1.2555,0.16261,0.28676,-0.75566
1.2899,0.10033,0.24330,-0.56839
1.3236,0.08846,0.18933,-0.34964
1.3577,0.06887,0.14543,-0.11320
1.3919,0.03333,0.09201,0.12458
1.4257,-0.04429,0.01957,0.41120
1.4596,-0.11599,-0.06189,0.73803
1.4935,-0.25256,-0.15972,1.06673
1.5276,-0.55969,-0.31114,1.39719
1.5619,-0.98176,-0.43872,1.76170
1.5953,-1.41878,-0.44173,2.15602
1.6302,-1.83275,-0.29685,2.53876
1.6638,-2.19424,-0.00092,2.83909
1.6975,-2.18799,0.30889,2.92745
1.7316,-1.97606,0.50507,2.85224
1.7665,-1.76780,0.63167,2.69024
1.7995,-1.53627,0.64942,2.47160
1.8350,-1.31290,0.64481,2.22132
1.8685,-1.16837,0.61257,1.97208
1.9017,-1.02690,0.52916,1.67807
1.9367,-0.87722,0.41352,1.39910
1.9711,-0.76101,0.29200,1.16992
2.0054,-0.65294,0.18474,0.95593
2.0381,-0.58206,0.10564,0.76903
2.0721,-0.53068,0.04746,0.64876
2.1072,-0.45232,-0.00349,0.54515
2.1399,-0.37850,-0.01500,0.43423
2.1741,-0.31412,0.01078,0.32894
2.2082,-0.23504,0.03334,0.24154
2.2420,-0.15743,0.06297,0.18371
2.2762,-0.11173,0.09313,0.14214
2.3099,-0.08556,0.10620,0.10338
2.3438,-0.05792,0.10999,0.07291
2.3781,-0.02671,0.11560,0.06418
2.4129,0.00278,0.11744,0.06172
2.4457,0.02737,0.10482,0.04973
2.4798,0.04262,0.09697,0.03234
2.5139,0.05081,0.09445,0.01148
2.5490,0.04380,0.08793,-0.00166
2.5822,0.05631,0.07112,-0.00870
2.6163,0.06774,0.06366,-0.01838
2.6502,0.07128,0.05115,-0.02803
2.6843,0.06310,0.03962,-0.03246
2.7183,0.06023,0.03647,-0.03377
2.7525,0.04997,0.03244,-0.03360
2.7900,0.04706,0.03643,-0.02314
2.8206,0.04638,0.05315,-0.01179
2.8620,0.05416,0.06783,0.00243
2.8897,0.04508,0.09267,0.00358
2.9221,0.00785,0.11741,0.00048
2.9561,0.01413,0.11251,-0.00449
2.9904,0.03531,0.10044,-0.01293
