Time,GyroX,GyroY,GyroZ,PosX,PosY,PosZ,TorPie,TorThe,
Started:
0.0,-0.10953913,0.92562824,-1.3599479,1.3961538515916603E-4,-0.027424734142434393,0.5993729165344319,0.0,0.0,
0.0,-0.10953913,1.0001538,-1.3874369,7.361968579442568E-4,-0.05539760993668205,0.5974366840408444,-52.90088555238999,-817.5246745897889,
0.0,-0.0063029076,1.0019864,-1.4827318,0.0018210256111850704,-0.08489237361885747,0.5939612759913813,2783.2915246430066,-2524.551595690617,
0.0,-0.0063029076,1.0203123,-1.626896,0.003929675783170033,-0.11668440966440437,0.5885315070578114,-567.508605542394,-4258.782504405877,
0.0,-0.0063029076,1.0545207,-1.7099738,0.003929675783170033,-0.11668440966440437,0.5885315070578114,NaN,NaN,
0.0,-0.079606734,1.0410818,-1.7454039,0.007935121061442073,-0.1501324368201761,0.580859117065753,-2330.0248685365564,-1405.1557438731054,
0.0,-0.079606734,0.9360129,-1.7814449,0.007935121061442073,-0.1501324368201761,0.580859117065753,NaN,NaN,
0.0,0.023018623,0.8657634,-1.8150425,0.013088772430630292,-0.18360148824555764,0.5710684776456372,2804.192567597562,-385.0192129264785,
0.0,0.12197879,0.84988093,-1.8877355,0.019566126709817652,-0.21666061183401558,0.5591738321626964,2391.628946408661,-1453.8991270407737,
0.0,0.21238686,0.83888537,-1.9341613,0.019566126709817652,-0.21666061183401558,0.5591738321626964,NaN,NaN,
0.0,0.21238686,0.8816459,-1.953709,0.02760143610571302,-0.24868734785298985,0.5453373197874672,-146.70127602433442,-563.7933216226377,
0.0,0.21238686,0.9476194,-1.9775327,0.02760143610571302,-0.24868734785298985,0.5453373197874672,NaN,NaN,
0.0,0.21238686,0.940289,-1.9964695,0.03822680495894334,-0.27904321090353507,0.5297863969955309,-159.2748642598481,-541.4174485618308,
0.0,0.35166413,0.8272789,-2.0117412,0.0493548550215452,-0.3069866337307448,0.5131504005715067,3807.4868376892273,848.6207176508295,
0.0,0.44634825,0.6794495,-2.0282345,0.0493548550215452,-0.3069866337307448,0.5131504005715067,NaN,NaN,
0.0,0.44634825,0.5890415,-2.035565,0.060221359757055316,-0.3335746835810767,0.49507711208762817,-71.54211548082337,-206.41708561692525,
0.0,0.44634825,0.64218676,-2.039841,0.060221359757055316,-0.3335746835810767,0.49507711208762817,NaN,NaN,
0.0,0.35227498,0.7099928,-2.0318997,0.07474098071132798,-0.35732441716877783,0.4761649664848646,-2543.576469002472,-759.2538226399051,
0.0,0.35227498,0.68311477,-2.0111303,0.09094579783302438,-0.3782330333462601,0.45680265208559334,229.80823060164036,574.7332802271151,
0.0,0.43718526,0.56766117,-1.9824196,0.09094579783302438,-0.3782330333462601,0.45680265208559334,Infinity,Infinity,
0.0,0.49033055,0.49069217,-1.9665371,0.10505311461731856,-0.39713482318095417,0.4373188812942597,1643.7131703499358,1048.7239561243875,
0.0,0.49033055,0.49313563,-1.9585959,0.10505311461731856,-0.39713482318095417,0.4373188812942597,NaN,NaN,
0.0,0.39442468,0.61591953,-1.8920116,0.12246998921058763,-0.41193026025510115,0.41870585264497223,-1808.0681331151566,654.9428464412883,
0.0,0.3278404,0.7020515,-1.8523053,0.14296380588379193,-0.4229027949665546,0.4008922608718305,-1289.2812654506793,222.95557799851883,
0.0,0.3278404,0.63913244,-1.8077122,0.14296380588379193,-0.4229027949665546,0.4008922608718305,NaN,NaN,
0.0,0.25270393,0.54628086,-1.7893863,0.1636897197454733,-0.4323831258432245,0.3824271652823851,-1764.9061307062852,-503.3681610781093,
0.0,0.30646008,0.42594045,-1.7160825,0.1636897197454733,-0.4323831258432245,0.3824271652823851,Infinity,Infinity,
0.0,0.37670958,0.42594045,-1.6061265,0.1802597394149233,-0.43959775503837417,0.36641543188233155,3357.926320033725,3871.163929635763,
0.0,0.43901786,0.42594045,-1.4650167,0.19505156596568998,-0.44417659765796363,0.35307515533885653,3611.870145475886,4585.161349123965,
0.0,0.43901786,0.21885714,-1.3220742,0.19505156596568998,-0.44417659765796363,0.35307515533885653,NaN,NaN,
0.0,0.43901786,0.1840378,-1.1699688,0.2038511873907064,-0.44919504589299064,0.34156775719441557,2149.999660246725,3990.7926110784583,
0.0,0.3803748,0.16937704,-0.960442,0.2038511873907064,-0.44919504589299064,0.34156775719441557,NaN,NaN,
0.0,0.32600778,0.113788314,-0.70876557,0.20837680532094677,-0.4519708365339459,0.33511415747066176,2159.1326457540995,5815.697413826536,
0.0,0.32600778,0.023991121,-0.48702148,0.20916858433214855,-0.45473758798473307,0.330850809297094,3161.2025679476233,5803.354498295183,
0.0,0.3870943,-0.09024068,-0.27993816,0.20916858433214855,-0.45473758798473307,0.330850809297094,Infinity,Infinity,
0.0,0.3870943,-0.2606721,0.029159652,0.1990317190471321,-0.4590492200509113,0.33114984069756637,4335.600433129343,8127.757222609141,
0.0,0.29118848,-0.40850148,0.25945583,0.1990317190471321,-0.4590492200509113,0.33114984069756637,NaN,NaN,
0.0,0.22521503,-0.53922665,0.25945583,0.18459752989168055,-0.465740222060192,0.3301663612838885,-1751.2366636839615,-893.8471707259129,
0.0,0.22521503,-0.6351325,0.58993393,0.16502747941740045,-0.4709294283322964,0.3331537680681191,4289.556549026253,8865.822005934187,
0.0,0.22521503,-0.6925538,0.7768587,0.16502747941740045,-0.4709294283322964,0.3331537680681191,NaN,NaN,
0.0,0.07555303,-0.71759933,0.95645314,0.14303828052979126,-0.4732342012808186,0.3399845138405813,-1846.1947805471862,3027.3946034635833,
