time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:47:50:651, 
0.0000,0.00000,0.00000,0.00000
0.0005,0.02542,-0.02214,-0.00925
0.0330,0.02812,-0.01889,0.00652
0.0657,-0.00290,-0.00124,0.01899
0.0998,-0.01549,0.00317,0.02394
0.1335,-0.01656,0.01428,0.02250
0.1678,-0.00996,0.01768,0.01715
0.2018,-0.00663,0.02270,0.01218
0.2358,0.00439,0.02344,0.01122
0.2702,0.01620,0.03210,0.00926
0.3039,0.01290,0.03711,0.00505
0.3383,0.01205,0.03309,-0.00482
0.3721,0.01342,0.02583,-0.01344
0.4062,0.00779,0.03065,-0.02188
0.4398,0.00479,0.02888,-0.02733
0.4740,0.00995,0.02300,-0.03131
0.5079,0.01521,0.01543,-0.03352
0.5418,0.00891,0.01354,-0.03603
0.5759,0.00259,0.01016,-0.04069
0.6104,-0.00127,0.00410,-0.03858
0.6463,0.00345,0.01647,-0.02445
0.6784,-0.01112,0.02180,-0.01947
0.7119,-0.04400,0.00550,-0.01637
0.7463,-0.09283,-0.01533,-0.00779
0.7803,-0.12468,-0.03805,-0.00090
0.8142,-0.15088,-0.08768,-0.00215
0.8482,-0.15973,-0.15407,0.01485
0.8824,-0.11042,-0.23310,0.06129
0.9160,-0.09014,-0.27058,0.01916
0.9507,-0.06270,-0.29981,-0.09049
0.9841,0.05424,-0.36586,-0.12858
1.0191,0.14114,-0.38883,-0.14547
1.0526,0.25893,-0.41588,-0.19743
1.0868,0.40268,-0.46162,-0.23948
1.1202,0.49023,-0.44722,-0.32343
1.1546,0.55589,-0.33044,-0.46632
1.1886,0.60321,-0.22426,-0.61719
1.2224,0.67393,-0.15628,-0.80962
1.2562,0.76132,-0.04905,-1.06490
1.2921,0.80940,0.12844,-1.36049
1.3254,0.78329,0.33301,-1.65532
1.3588,0.66703,0.57421,-2.01279
1.3930,0.48178,0.83974,-2.45083
1.4268,0.29823,1.09052,-2.93280
1.4623,0.16026,1.29313,-3.39000
1.4947,-0.02121,1.50481,-3.81441
1.5348,-0.30139,1.61720,-4.17982
1.5627,-0.50757,1.61697,-4.52036
1.5979,-0.62533,1.50457,-4.83377
1.6313,-0.76545,1.29630,-5.01495
1.6646,-0.94552,1.20382,-5.13928
1.6986,-1.22168,1.34301,-5.33645
1.7327,-1.44701,1.45948,-5.45976
1.7669,-1.52203,1.45342,-5.47748
1.8010,-1.74093,1.53357,-5.51108
1.8351,-1.91722,1.45552,-5.44833
1.8691,-2.01236,1.35854,-5.33076
1.9030,-2.07616,1.38466,-5.23081
1.9377,-2.19460,1.43689,-5.20018
1.9711,-2.24164,1.39767,-5.21693
2.0050,-2.14634,1.38907,-5.20972
2.0392,-1.99500,1.39224,-5.17524
2.0734,-1.82537,1.39291,-5.10452
2.1074,-1.57824,1.43235,-5.00783
2.1416,-1.38169,1.53383,-4.89531
2.1753,-1.19412,1.60572,-4.73434
2.2153,-1.00081,1.68104,-4.57436
2.2436,-0.81734,1.69954,-4.41264
2.2769,-0.61701,1.67403,-4.23489
2.3116,-0.38204,1.63018,-4.01543
2.3455,-0.17933,1.60885,-3.80117
2.3790,0.02977,1.53397,-3.58168
2.4128,0.22953,1.40745,-3.33798
2.4471,0.36923,1.31157,-3.05756
2.4813,0.45425,1.20233,-2.73904
2.5169,0.49315,1.05320,-2.39343
2.5507,0.44664,0.90331,-2.05401
2.5838,0.36478,0.69235,-1.69040
2.6180,0.25006,0.51397,-1.36016
2.6513,0.09416,0.33671,-1.11472
2.6862,-0.06785,0.12723,-0.89671
2.7196,-0.22791,-0.07193,-0.65562
2.7535,-0.41815,-0.25041,-0.37960
2.7879,-0.59803,-0.42801,-0.08532
2.8218,-0.75703,-0.60539,0.21538
2.8559,-0.88618,-0.86201,0.58597
2.8898,-0.98336,-1.15765,0.94797
2.9240,-1.05260,-1.50689,1.33387
2.9581,-1.18279,-2.05382,1.92754
2.9919,-1.19337,-2.77624,2.75481
3.0259,-1.04394,-3.63660,3.70959
3.0599,-0.87415,-4.54338,4.73068
3.0959,-0.66590,-5.60138,5.95930
3.1279,-0.18393,-6.78673,7.27871
3.1620,0.33105,-8.29870,8.19441
3.1958,0.12544,-9.59080,8.47061
3.2366,0.05740,-10.46321,8.79772
3.2641,0.04125,-10.84675,8.05607
3.2980,-0.71757,-10.37447,6.90876
3.3321,-1.23480,-10.23580,6.37097
3.3660,-3.24942,-8.41156,6.57474
3.3999,-3.90524,-7.15655,7.59853
3.4343,-4.12320,-6.03212,8.46056
3.4680,-3.88750,-5.14701,9.08021
3.5021,-3.15187,-4.55839,9.48337
3.5360,-2.30335,-3.78186,9.66120
3.5703,-1.56556,-3.22424,9.57601
3.6041,-0.80997,-2.65003,9.28396
3.6386,-0.26847,-2.07682,8.85043
3.6723,0.22541,-1.70540,8.30440
3.7066,0.63819,-1.34971,7.82053
3.7401,0.88957,-0.90129,7.35708
3.7741,1.28609,-0.52049,6.79184
3.8087,1.31516,-0.07276,6.35101
3.8426,0.90789,0.46658,6.05189
3.8766,0.62422,0.91795,5.70639
3.9105,0.54213,1.19340,5.14995
3.9442,0.61862,1.18767,4.50674
3.9794,0.64795,1.07865,3.83075
4.0125,0.58444,0.97447,3.19921
4.0464,0.46892,0.81417,2.66251
4.0807,0.31774,0.68059,2.19017
4.1146,0.20103,0.58194,1.80823
4.1491,0.17652,0.51592,1.48621
4.1825,0.14179,0.50043,1.17449
4.2165,0.11406,0.46579,0.92910
4.2579,0.08228,0.43299,0.77798
4.2843,0.04005,0.41656,0.66429
4.3181,0.01144,0.37745,0.57286
4.3527,0.00540,0.32960,0.51467
4.3865,0.01360,0.31114,0.46769
4.4206,-0.00353,0.26194,0.37167
4.4543,-0.01630,0.21356,0.27522
4.4885,-0.03632,0.17638,0.20888
4.5225,-0.04932,0.12147,0.14531
4.5569,-0.03990,0.07160,0.08482
4.5912,-0.04326,0.04296,0.02661
4.6244,-0.11360,0.03769,-0.01400
4.6587,-0.18481,0.05548,-0.02688
4.6927,-0.28991,-0.02914,-0.05770
4.7265,-0.44008,-0.17201,-0.03891
4.7605,-0.78375,-0.04678,0.04454
4.7948,-0.83796,-0.08284,0.03952
4.8286,-0.70485,-0.23197,-0.09622
4.8627,-0.66579,-0.27127,-0.18465
4.8966,-0.60692,-0.31047,-0.19401
4.9346,-0.54169,-0.36464,-0.20212
4.9649,-0.50343,-0.40586,-0.18691
4.9989,-0.48483,-0.39834,-0.16812
5.0334,-0.47219,-0.37337,-0.16138
5.0673,-0.45211,-0.35646,-0.14592
5.1030,-0.42362,-0.28367,-0.11855
5.1360,-0.39478,-0.25599,-0.08999
5.1690,-0.35706,-0.23924,-0.07916
5.2032,-0.32320,-0.22982,-0.07550
5.2372,-0.36878,-0.17264,-0.05820
5.2712,-0.37788,-0.19655,-0.04574
5.3055,-0.30875,-0.28928,-0.04897
