time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:56:24:403, 
0.0000,0.00000,0.00000,0.00000
0.0004,-0.34138,-0.15625,-0.03996
0.0299,-0.26920,-0.10164,-0.01093
0.0636,-0.20762,-0.06817,0.01127
0.0978,-0.16754,-0.05539,0.02013
0.1324,-0.13409,-0.04385,0.01479
0.1661,-0.09627,-0.02600,0.00174
0.2001,-0.05898,-0.01382,-0.00426
0.2341,-0.02202,-0.00286,-0.00084
0.2680,-0.00617,0.01142,0.00470
0.3021,-0.00031,0.01628,0.01995
0.3361,0.00039,0.01748,0.03037
0.3703,-0.00764,0.02878,0.03054
0.4039,-0.01244,0.03086,0.03077
0.4381,-0.00979,0.02703,0.02743
0.4726,-0.01287,0.02275,0.02399
0.5065,-0.01586,0.01707,0.02675
0.5403,-0.01150,0.02134,0.02576
0.5753,-0.00590,0.02840,0.02280
0.6081,-0.00484,0.02807,0.02382
0.6425,0.01030,0.03510,0.01816
0.6760,0.00682,0.03659,0.00733
0.7110,-0.01279,0.03178,-0.00036
0.7461,-0.02728,0.02802,-0.00391
0.7813,-0.03755,0.01853,0.00007
0.8131,-0.04394,0.00586,0.00198
0.8474,-0.03983,0.00856,0.00229
0.8814,-0.03302,0.01566,0.00800
0.9165,-0.02492,0.01020,0.01187
0.9504,-0.01424,0.02171,0.00935
0.9849,-0.01200,0.03239,0.01148
1.0178,0.00803,0.02986,0.01148
1.0517,0.02057,0.02945,0.00336
1.0853,0.02112,0.01823,-0.00038
1.1190,0.02306,0.00052,-0.00062
1.1536,0.00579,-0.02047,0.00220
1.1868,-0.03934,-0.03220,0.00287
1.2212,-0.03481,-0.06176,0.00142
1.2547,-0.02529,-0.07811,0.01081
1.2890,-0.04558,-0.08207,0.02309
1.3231,-0.06712,-0.09211,0.03369
1.3581,-0.11475,-0.10078,0.05390
1.3910,-0.18585,-0.10608,0.08605
1.4245,-0.22601,-0.13179,0.11204
1.4594,-0.25356,-0.16322,0.11378
1.4934,-0.26470,-0.19236,0.09018
1.5272,-0.24811,-0.22783,0.03072
1.5613,-0.24600,-0.25015,-0.04005
1.5953,-0.25227,-0.26321,-0.13130
1.6291,-0.22559,-0.25403,-0.23857
1.6641,-0.11076,-0.23152,-0.34825
1.6973,0.02329,-0.15235,-0.48949
1.7308,0.16487,-0.03808,-0.66281
1.7653,0.15157,0.11583,-0.85338
1.7992,-0.06723,0.39530,-1.15707
1.8327,-0.13298,0.58370,-1.50252
1.8676,-0.09180,0.58329,-1.81241
1.9016,-0.03819,0.57917,-2.14969
1.9356,-0.00555,0.71599,-2.59481
1.9690,-0.05590,0.92745,-3.11563
2.0030,-0.22931,1.05306,-3.57947
2.0373,-0.41396,1.06389,-3.93793
2.0715,-0.47973,1.06159,-4.22766
2.1053,-0.45034,1.07352,-4.45938
2.1391,-0.61725,1.11193,-4.64028
2.1729,-0.80985,1.13217,-4.73841
2.2085,-0.88755,1.06461,-4.78739
2.2414,-1.12932,1.04942,-4.82351
2.2750,-1.42653,1.09124,-4.83332
2.3096,-1.65465,1.16851,-4.79505
2.3434,-1.75578,1.17174,-4.64612
2.3777,-1.87143,1.12950,-4.43693
2.4111,-2.08637,1.23811,-4.21074
2.4454,-2.27512,1.39216,-4.00695
2.4804,-2.44515,1.47168,-3.83938
2.5135,-2.48541,1.49456,-3.66762
2.5476,-2.48767,1.52848,-3.46737
2.5814,-2.46636,1.53792,-3.27568
2.6158,-2.38629,1.46286,-3.11016
2.6502,-2.28810,1.35824,-2.99194
2.6834,-2.15571,1.25520,-2.86575
2.7173,-1.99700,1.17212,-2.73724
2.7515,-1.87077,1.09740,-2.62736
2.7860,-1.76331,1.05005,-2.56394
2.8199,-1.61896,1.03826,-2.49962
2.8538,-1.46972,1.01059,-2.46981
2.8880,-1.30476,0.99383,-2.45305
2.9221,-1.17238,1.02800,-2.41481
2.9560,-1.08550,1.06987,-2.36923
2.9900,-1.02420,1.09640,-2.30980
3.0239,-0.93971,1.12914,-2.20745
3.0582,-0.85546,1.14554,-2.06134
3.0919,-0.75219,1.09849,-1.90935
3.1260,-0.60745,1.05317,-1.76689
3.1601,-0.44695,1.05292,-1.59406
3.1952,-0.34882,1.11920,-1.35948
3.2282,-0.25779,1.05296,-1.20023
3.2617,-0.16252,0.87477,-1.13222
3.2961,-0.17387,0.72867,-1.09967
3.3302,-0.16161,0.60740,-1.04648
3.3639,-0.15873,0.51109,-0.98165
3.3983,-0.18360,0.40436,-0.92345
3.4319,-0.18433,0.31781,-0.85976
3.4663,-0.20024,0.27590,-0.77769
3.5001,-0.20181,0.19155,-0.72571
3.5340,-0.20594,0.09661,-0.65859
3.5722,-0.20678,0.02838,-0.56620
3.6023,-0.23140,-0.04721,-0.46741
3.6362,-0.27044,-0.19441,-0.35759
3.6705,-0.31227,-0.35314,-0.23244
3.7053,-0.39227,-0.51906,-0.09410
3.7398,-0.48420,-0.77779,0.06044
3.7738,-0.55085,-1.11299,0.25268
3.8063,-0.58817,-1.47874,0.48930
3.8415,-0.62015,-1.88100,0.80611
3.8758,-0.58474,-2.35621,1.21187
3.9108,-0.53547,-2.82500,1.68441
3.9435,-0.46508,-3.27052,2.21709
3.9777,-0.39544,-3.78343,2.84266
4.0110,-0.38580,-4.30115,3.50768
4.0453,-0.38357,-4.58265,4.24746
4.0794,-0.11348,-5.01150,5.15187
4.1122,-0.13407,-5.54347,5.93692
4.1473,-0.13247,-5.97169,6.56973
4.1802,-0.25503,-6.20311,6.81756
4.2142,-0.69568,-6.21298,7.15433
4.2485,-1.56943,-6.44444,7.88132
4.2840,-2.35334,-6.39028,8.34715
4.3185,-3.08350,-5.86347,8.92425
4.3515,-3.77621,-4.71533,9.76039
4.3847,-3.96757,-3.22317,10.72521
4.4204,-3.31340,-2.33629,11.59054
4.4528,-2.40248,-1.63642,12.16146
4.4881,-1.63860,-0.90811,12.43353
4.5215,-0.79773,-0.37361,12.28232
4.5563,0.05116,-0.21660,11.75997
4.5895,0.46538,-0.05201,11.06880
4.6241,0.55378,0.21047,10.25053
4.6577,0.62147,0.37753,9.39821
4.6919,0.52913,0.63450,8.48319
4.7261,0.81786,0.82151,7.51020
4.7597,0.97755,1.06471,6.40404
4.7933,0.77875,1.19035,5.35764
4.8271,0.58232,1.00701,4.42282
4.8609,0.48806,0.79403,3.61714
4.8950,0.22826,0.74743,2.94398
4.9291,0.17226,0.49106,2.38556
4.9639,0.01072,0.42007,1.89610
4.9971,-0.17381,0.33161,1.48842
5.0313,-0.26531,0.16351,1.14296
5.0649,-0.30301,0.08431,0.85242
5.0990,-0.32034,0.08533,0.63550
5.1349,-0.31395,0.04376,0.46856
5.1673,-0.32657,0.02839,0.34706
5.2015,-0.31599,0.03673,0.25637
5.2351,-0.30818,0.03592,0.17730
5.2697,-0.31020,0.03027,0.11093
5.3035,-0.30102,0.02964,0.06749
5.3372,-0.30241,0.05423,0.03604
5.3753,-0.30329,0.06729,0.00961
5.4070,-0.34401,0.08524,-0.01934
5.4391,-0.35879,0.06781,-0.05319
5.4736,-0.35815,0.04875,-0.08361
5.5074,-0.33584,0.02355,-0.10481
5.5413,-0.27355,-0.02764,-0.11359
