time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:32:15:691, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.76692,0.20137,-1.01601
0.0331,-0.61697,0.17209,-0.77046
0.0670,-0.51724,0.16347,-0.58406
0.1010,-0.40067,0.12133,-0.45094
0.1349,-0.31889,0.10460,-0.35153
0.1689,-0.26922,0.10431,-0.27510
0.2034,-0.21077,0.09633,-0.21234
0.2369,-0.17097,0.08557,-0.15763
0.2710,-0.16434,0.07506,-0.11409
0.3051,-0.15779,0.07295,-0.08237
0.3391,-0.12811,0.06992,-0.05466
0.3730,-0.09352,0.06571,-0.03560
0.4071,-0.06849,0.05652,-0.02527
0.4407,-0.04827,0.03795,-0.02715
0.4749,-0.02928,0.02340,-0.03026
0.5103,-0.01840,0.01361,-0.03317
0.5432,-0.01047,0.00948,-0.03733
0.5771,0.00776,-0.00020,-0.03848
0.6115,0.01837,-0.01238,-0.04028
0.6455,0.03846,-0.01969,-0.04592
0.6794,0.05264,-0.02015,-0.04775
0.7132,0.05087,-0.02153,-0.04739
0.7484,0.05567,-0.01788,-0.05229
0.7824,0.05416,-0.01526,-0.05494
0.8155,0.04733,-0.01148,-0.05512
0.8508,0.04690,-0.00780,-0.05705
0.8866,0.05973,-0.00936,-0.05676
0.9179,0.05243,-0.01156,-0.05751
0.9519,0.03931,-0.01613,-0.05935
0.9862,0.03252,-0.02164,-0.06016
1.0200,0.02708,-0.02340,-0.05865
1.0541,0.01658,-0.02703,-0.05685
1.0881,-0.02344,-0.03120,-0.05329
1.1216,-0.06136,-0.04996,-0.04781
1.1582,-0.09288,-0.08458,-0.04530
1.1904,-0.15017,-0.14403,-0.03938
1.2243,-0.21956,-0.22802,-0.02715
1.2578,-0.24055,-0.33014,-0.02172
1.2919,-0.24615,-0.41585,0.01048
1.3262,-0.25981,-0.50580,0.05657
1.3598,-0.20188,-0.56016,0.06118
1.3944,-0.21370,-0.53734,0.03912
1.4280,-0.21558,-0.55409,0.02155
1.4623,-0.24936,-0.68486,-0.04030
1.4964,-0.31732,-0.85325,-0.08479
1.5300,-0.36306,-1.03438,-0.15386
1.5640,-0.24508,-1.13666,-0.27530
1.5981,0.11447,-1.11900,-0.49266
1.6320,0.40562,-0.85700,-0.81359
1.6668,0.59974,-0.46721,-1.18364
1.7001,0.87543,-0.14559,-1.56551
1.7352,0.98112,0.19845,-1.94598
1.7681,0.88538,0.61436,-2.40741
1.8032,0.71145,1.03289,-2.89204
1.8384,0.54498,1.35618,-3.40220
1.8711,0.24129,1.70202,-4.01443
1.9092,-0.10511,1.94160,-4.57815
1.9393,-0.48012,2.16680,-5.08934
1.9722,-0.98413,2.44918,-5.52240
2.0078,-1.54834,2.63443,-5.84330
2.0416,-1.96181,2.69544,-5.98720
2.0757,-2.38910,2.70610,-5.99302
2.1097,-2.75665,2.69737,-5.92720
2.1443,-3.07451,2.66747,-5.81966
2.1775,-3.20187,2.55600,-5.66728
2.2118,-3.19784,2.43870,-5.47945
2.2459,-3.04484,2.33737,-5.31342
2.2786,-2.77495,2.22436,-5.15023
2.3142,-2.47422,2.10880,-4.99117
2.3477,-2.25507,2.04335,-4.86649
2.3809,-2.07667,2.00281,-4.75778
2.4158,-1.97848,1.98180,-4.63291
2.4503,-1.79457,1.83356,-4.46152
2.4844,-1.64090,1.64760,-4.20730
2.5178,-1.45470,1.39845,-3.85620
2.5524,-1.19984,1.03934,-3.39330
2.5862,-0.99741,0.55122,-2.82397
2.6199,-0.82245,0.08663,-2.15566
2.6527,-0.70128,-0.32929,-1.37801
2.6882,-0.59011,-0.77273,-0.55182
2.7205,-0.47379,-1.23358,0.29424
2.7561,-0.28475,-1.75884,1.17630
2.7901,-0.05509,-2.30977,2.11950
2.8249,0.21932,-2.85665,3.09819
2.8569,0.65733,-3.54711,4.12760
2.8923,1.02112,-4.29348,5.18720
2.9249,1.28671,-4.82905,5.94923
2.9588,1.53604,-5.27106,6.61776
2.9935,2.43609,-6.48530,7.57555
3.0273,2.83931,-8.65714,7.81450
3.0608,1.55041,-8.47521,8.05788
3.0951,0.39314,-7.71121,8.37347
3.1287,-0.49929,-7.61503,8.64566
3.1630,-1.53440,-6.95707,8.83261
3.1991,-2.93067,-4.71375,9.06521
3.2311,-2.72853,-3.19710,9.18626
3.2652,-1.84328,-2.65329,9.01588
3.2990,-1.31341,-1.82064,8.87137
3.3332,-0.93233,-1.01962,8.68577
3.3674,-0.37222,-0.66285,8.48070
3.4012,-0.09598,-0.30253,8.13576
3.4356,0.19580,-0.00260,7.66615
3.4695,0.56558,0.22401,7.17249
3.5036,0.80352,0.38809,6.63455
3.5371,0.93271,0.43378,6.07085
3.5714,1.05785,0.41363,5.61409
3.6054,0.97630,0.55319,5.22677
3.6393,0.70954,0.79577,4.78514
3.6731,0.55635,0.87794,4.20762
3.7076,0.39390,0.85769,3.59769
3.7412,0.04137,0.78245,3.02225
3.7754,-0.15430,0.56413,2.40310
3.8098,-0.12988,0.28897,1.68767
3.8438,-0.29621,0.15018,1.00861
3.8777,-0.60920,0.04510,0.41153
3.9117,-0.86533,-0.10554,-0.13584
3.9468,-1.12296,-0.27942,-0.63962
3.9806,-1.43356,-0.44447,-1.11624
4.0135,-1.71943,-0.69666,-1.54946
4.0478,-2.03484,-0.96951,-2.00797
4.0816,-2.28566,-1.29160,-2.50636
4.1162,-2.45179,-1.58834,-2.94485
4.1498,-2.48011,-1.62972,-3.24639
4.1837,-2.49171,-1.39443,-3.33857
4.2178,-2.45641,-0.99548,-3.23798
4.2543,-2.22565,-0.66661,-3.07273
4.2860,-1.97532,-0.42736,-2.89652
4.3198,-1.82545,-0.16913,-2.75697
4.3543,-1.72995,0.10250,-2.60858
4.3884,-1.65314,0.37055,-2.45259
4.4232,-1.58809,0.53978,-2.30621
4.4559,-1.51177,0.67139,-2.14790
4.4897,-1.45105,0.81267,-1.98193
4.5237,-1.35135,0.88020,-1.80917
4.5583,-1.22836,0.87771,-1.64202
4.5924,-1.14217,0.87072,-1.48690
4.6258,-1.04096,0.83990,-1.33655
4.6598,-0.96382,0.78361,-1.20254
4.6946,-0.96305,0.73816,-1.09204
4.7281,-0.94495,0.66042,-1.00185
4.7625,-0.95809,0.65445,-0.93182
4.7959,-0.84050,0.55734,-0.87479
4.8304,-0.65052,0.42143,-0.82495
