time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:56:02:848, 
0.0000,0.00000,0.00000,0.00000
0.0005,0.07522,0.10341,0.08448
0.0297,0.06712,0.08658,0.07229
0.0639,0.05245,0.06651,0.06203
0.0982,0.03635,0.04709,0.05173
0.1320,0.02852,0.03861,0.04191
0.1658,0.02763,0.02675,0.03513
0.1996,0.02647,0.01880,0.03414
0.2339,0.03255,0.01347,0.03327
0.2681,0.04503,0.00179,0.03451
0.3019,0.02808,0.00471,0.03321
0.3360,0.01628,0.01022,0.03089
0.3700,0.00784,0.01453,0.02937
0.4040,0.00207,0.01204,0.02776
0.4383,-0.00022,0.02090,0.02476
0.4720,0.00444,0.01955,0.02347
0.5062,0.00121,0.01913,0.02365
0.5401,0.00262,0.02095,0.02403
0.5743,0.00670,0.01516,0.02310
0.6083,0.00811,0.00740,0.02307
0.6427,0.00831,0.00981,0.02117
0.6765,0.01634,0.00497,0.01548
0.7105,0.02163,0.00269,0.01338
0.7444,0.03204,0.00471,0.01136
0.7788,0.05242,0.00050,0.00503
0.8125,0.06518,-0.00680,-0.00543
0.8465,0.08085,-0.01768,-0.01725
0.8806,0.09766,-0.03225,-0.03840
0.9143,0.12034,-0.04967,-0.07187
0.9485,0.11607,-0.04268,-0.11104
0.9829,0.09785,-0.03586,-0.14236
1.0165,0.12755,-0.05596,-0.18302
1.0508,0.15483,-0.06016,-0.25746
1.0848,0.14262,-0.05265,-0.37021
1.1187,0.20026,-0.04247,-0.50956
1.1526,0.38566,-0.06622,-0.66140
1.1882,0.58819,-0.08622,-0.81983
1.2217,0.68914,-0.00083,-0.97028
1.2546,0.63928,0.14599,-1.10319
1.2885,0.39979,0.36508,-1.21842
1.3230,0.16793,0.59353,-1.34211
1.3567,0.22736,0.65219,-1.46436
1.3922,0.34476,0.75289,-1.62815
1.4251,0.27140,0.93491,-1.82376
1.4592,0.21219,1.08816,-2.07946
1.4931,0.09876,1.16410,-2.38098
1.5269,-0.03696,1.23371,-2.72189
1.5607,-0.25326,1.36566,-3.13181
1.5948,-0.60368,1.45281,-3.51088
1.6288,-0.96012,1.58794,-3.80161
1.6628,-1.21946,1.79924,-4.04401
1.6974,-1.51002,1.99387,-4.27981
1.7310,-1.83633,1.95184,-4.37993
1.7652,-2.03638,1.66891,-4.42391
1.7992,-2.15201,1.37126,-4.38846
1.8336,-2.29426,1.14364,-4.31967
1.8683,-2.48944,1.00547,-4.23642
1.9022,-2.71946,0.98939,-4.18264
1.9351,-2.95306,1.03979,-4.07086
1.9692,-3.13191,1.09299,-3.95191
2.0032,-3.15606,1.02777,-3.81038
2.0376,-3.04848,0.90122,-3.64668
2.0727,-2.86332,0.76071,-3.46284
2.1053,-2.70464,0.68657,-3.32900
2.1396,-2.60409,0.68803,-3.24614
2.1738,-2.50144,0.70800,-3.22310
2.2077,-2.41433,0.71381,-3.25136
2.2418,-2.31570,0.67717,-3.29036
2.2743,-2.19932,0.67289,-3.33962
