time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:46:46:744, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.07357,-0.16580,0.05849
0.0307,-0.06870,-0.11714,0.04696
0.0641,-0.05110,-0.09463,0.03109
0.0984,-0.02960,-0.08351,0.01695
0.1323,-0.02048,-0.06464,0.00942
0.1664,-0.01095,-0.05571,0.00456
0.2002,0.01201,-0.05347,-0.00016
0.2342,0.02418,-0.04015,-0.00316
0.2683,0.03293,-0.02671,-0.00354
0.3024,0.04688,-0.02610,-0.00618
0.3366,0.05101,-0.01905,-0.00745
0.3706,0.04366,-0.01272,-0.01007
0.4044,0.04579,-0.01508,-0.01039
0.4386,0.05007,-0.01287,-0.00921
0.4723,0.04505,-0.00533,-0.00894
0.5073,0.03581,-0.00255,-0.01138
0.5407,0.04149,-0.00030,-0.01452
0.5750,0.04381,0.00387,-0.01865
0.6094,0.03977,0.01038,-0.02227
0.6432,0.04062,0.02256,-0.02411
0.6768,0.04779,0.02383,-0.02334
0.7113,0.04360,0.02011,-0.02339
0.7448,0.04225,0.02288,-0.02168
0.7789,0.04003,0.01535,-0.01692
0.8130,0.02841,0.00940,-0.01352
0.8474,0.02167,0.00675,-0.01125
0.8812,0.00940,0.00001,-0.00937
0.9155,-0.00266,-0.01436,-0.01182
0.9497,-0.02352,-0.03708,-0.01660
0.9838,-0.05073,-0.03699,0.00180
1.0192,-0.13409,-0.03282,0.01622
1.0512,-0.16798,-0.07497,-0.00109
1.0853,-0.15472,-0.13098,-0.02575
1.1223,-0.17405,-0.16164,-0.05095
1.1531,-0.20785,-0.16841,-0.05848
1.1872,-0.18467,-0.16321,-0.02607
1.2222,-0.20598,-0.13822,-0.00960
1.2554,-0.20133,-0.09293,-0.03243
1.2900,-0.13135,-0.15266,-0.07380
1.3234,-0.09625,-0.23888,-0.10783
1.3576,-0.22863,-0.21257,-0.15123
1.3917,-0.20870,-0.19447,-0.17095
1.4259,-0.14628,-0.27458,-0.19238
1.4597,-0.12076,-0.32267,-0.22312
1.4934,-0.08598,-0.35037,-0.24568
1.5276,-0.09067,-0.37842,-0.31396
1.5616,-0.12501,-0.44021,-0.44061
1.5956,0.01536,-0.55491,-0.58942
1.6298,0.12471,-0.63210,-0.84957
1.6645,0.12131,-0.56504,-1.16414
1.6981,0.19780,-0.44542,-1.49917
1.7316,0.40050,-0.45619,-1.87820
1.7654,0.54776,-0.43542,-2.27452
1.8075,0.66813,-0.34019,-2.73009
1.8337,0.81612,-0.23238,-3.25887
1.8674,0.90235,-0.02357,-3.76425
1.9017,0.80255,0.26550,-4.24538
1.9354,0.61729,0.56586,-4.63505
1.9700,0.45198,0.78327,-4.97168
2.0034,0.23262,0.98886,-5.24025
2.0378,-0.15146,1.16276,-5.41621
2.0722,-0.66491,1.26721,-5.49789
2.1059,-1.06689,1.25625,-5.48368
2.1441,-1.46225,1.22054,-5.39919
2.1738,-1.98236,1.35692,-5.39359
2.2077,-2.27252,1.40762,-5.37800
2.2429,-2.34427,1.24418,-5.26162
2.2808,-2.41054,1.12673,-5.15114
2.3103,-2.49421,1.11772,-5.05229
2.3438,-2.56173,1.13547,-4.95981
2.3791,-2.49681,1.04640,-4.90919
2.4189,-2.39312,0.97046,-4.88372
2.4490,-2.24706,0.93820,-4.87117
2.4834,-2.05607,0.88738,-4.82781
2.5152,-1.89379,0.87442,-4.73253
2.5480,-1.75804,0.85024,-4.63207
2.5832,-1.57772,0.83810,-4.53322
2.6163,-1.35183,0.83735,-4.31906
2.6501,-1.08831,0.77403,-4.05094
2.6840,-0.86069,0.71964,-3.81622
2.7184,-0.65433,0.68159,-3.56518
2.7545,-0.48358,0.62679,-3.26584
2.7881,-0.38809,0.59498,-2.97319
2.8280,-0.24505,0.52927,-2.68573
2.8550,-0.13352,0.43804,-2.41217
2.8883,-0.07821,0.32563,-2.14883
2.9222,-0.08819,0.23551,-1.88326
2.9561,-0.10772,0.11193,-1.59699
2.9908,-0.15881,-0.07091,-1.35435
3.0247,-0.23811,-0.22747,-1.11789
3.0582,-0.30339,-0.33717,-0.80783
3.0925,-0.41797,-0.42796,-0.48844
3.1263,-0.53015,-0.55373,-0.12412
3.1630,-0.63932,-0.63781,0.25667
3.1943,-0.75946,-0.75635,0.64850
3.2282,-0.85045,-0.96599,1.17738
3.2626,-0.86468,-1.20401,1.81519
3.2964,-0.79697,-1.48271,2.53215
3.3307,-0.63179,-1.89328,3.36418
3.3643,-0.37594,-2.32522,4.32473
3.3989,0.00693,-2.71939,5.32627
3.4325,0.43955,-3.25725,6.47142
3.4665,0.78305,-3.81666,7.79836
3.5003,0.90148,-4.55853,9.08992
3.5344,0.87468,-4.61188,10.00956
3.5685,1.57087,-5.19232,10.78758
3.6024,1.52080,-6.08378,11.37034
3.6365,0.83699,-5.96676,11.66150
3.6708,0.31231,-5.44606,11.54126
3.7048,-0.33788,-4.83720,11.56328
3.7387,-1.05829,-3.82147,11.26278
3.7727,-0.95853,-2.66039,10.69900
3.8067,-0.00408,-1.67617,10.51204
3.8409,0.66221,-0.90752,10.33584
3.8748,0.94641,-0.59412,10.15455
3.9091,1.26104,-0.56721,9.87883
3.9429,1.16937,-0.12088,9.19850
3.9772,1.18522,0.34264,8.46575
4.0109,1.64909,0.73385,7.77073
4.0452,2.01550,1.05159,7.16496
4.0790,1.99240,1.69921,6.56754
4.1134,2.19656,2.08329,6.07090
4.1472,2.23998,2.43954,5.48336
4.1812,2.19406,2.64641,4.79863
4.2154,2.31616,2.46031,4.26507
4.2493,2.14693,2.43485,3.69505
4.2838,1.81607,2.40060,3.21275
4.3204,1.62106,2.16687,2.78726
4.3516,1.32841,1.94564,2.34515
4.3857,1.09552,1.71359,1.94422
4.4193,0.98417,1.43588,1.56309
4.4577,0.80918,1.21011,1.24366
4.4876,0.67742,0.97054,0.96335
4.5276,0.56593,0.75737,0.72563
4.5555,0.42991,0.63156,0.53648
4.5896,0.31779,0.51920,0.39274
4.6234,0.22286,0.39419,0.29236
4.6573,0.15583,0.27448,0.21497
4.6917,0.12808,0.14893,0.16984
4.7258,0.09471,0.03762,0.12690
4.7611,0.06787,-0.06807,0.09678
4.7936,0.05779,-0.13916,0.07253
4.8279,0.05068,-0.20520,0.04867
4.8642,0.04994,-0.23555,0.03154
4.8955,0.05267,-0.24341,0.02317
4.9300,0.04235,-0.22670,0.02179
