time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:54:06:763, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.20151,-0.27345,-0.12784
0.0309,-0.15356,-0.20360,-0.10017
0.0645,-0.12867,-0.14635,-0.07396
0.0986,-0.10052,-0.11835,-0.05873
0.1334,-0.08357,-0.09390,-0.04772
0.1669,-0.07383,-0.07022,-0.03810
0.2010,-0.05503,-0.05836,-0.02601
0.2352,-0.04658,-0.04266,-0.01716
0.2690,-0.04649,-0.03049,-0.01201
0.3032,-0.03991,-0.01934,-0.00733
0.3372,-0.04186,-0.00896,-0.00396
0.3712,-0.03764,-0.00639,-0.00329
0.4050,-0.02954,-0.00489,-0.00545
0.4393,-0.02225,0.00106,-0.00551
0.4732,-0.01754,0.00409,-0.00008
0.5083,-0.01691,0.00488,0.00019
0.5414,-0.01072,-0.00012,0.00080
0.5756,-0.00447,-0.00758,0.00067
0.6094,-0.00559,-0.01021,0.00298
0.6434,-0.00432,-0.00539,0.00260
0.6774,0.00396,-0.00193,-0.00016
0.7115,0.01090,0.00098,-0.00255
0.7454,0.01563,0.01068,-0.00274
0.7796,0.01549,0.01200,-0.00196
0.8141,0.02599,0.00321,-0.00356
0.8493,0.02818,0.01055,-0.00362
0.8850,0.02968,0.00445,-0.00113
0.9159,0.03072,-0.01344,-0.00043
0.9495,0.03141,-0.01902,-0.00057
0.9838,0.03882,-0.03919,-0.00345
1.0185,0.03868,-0.06630,-0.01498
1.0522,0.03122,-0.07947,-0.03661
1.0863,0.03947,-0.09911,-0.04360
1.1195,0.01882,-0.11246,-0.06448
1.1539,-0.00777,-0.15192,-0.11234
1.1898,-0.00679,-0.20948,-0.15733
1.2233,-0.00437,-0.23927,-0.20500
1.2570,-0.02492,-0.26255,-0.27089
1.2899,-0.03265,-0.29022,-0.34643
1.3240,-0.00993,-0.29652,-0.44202
1.3580,0.05818,-0.29211,-0.56116
1.3923,0.15663,-0.25378,-0.70458
1.4264,0.26868,-0.19369,-0.87498
1.4606,0.44516,-0.19331,-1.04094
1.4940,0.63122,-0.19593,-1.17539
1.5281,0.68334,-0.09546,-1.37968
1.5624,0.69465,0.09696,-1.62846
1.5960,0.69410,0.48898,-1.92146
1.6299,0.56724,0.91394,-2.30222
1.6641,0.35833,1.19292,-2.69474
1.6979,0.24271,1.32848,-3.12342
1.7329,0.11679,1.46740,-3.55948
1.7661,-0.14980,1.64013,-4.01435
1.8002,-0.49504,1.81145,-4.43597
1.8346,-0.94923,1.94262,-4.83565
1.8683,-1.43552,1.99811,-5.17831
1.9021,-1.84124,1.93587,-5.42309
1.9362,-1.99079,1.78362,-5.49213
1.9731,-2.22232,1.65227,-5.46100
2.0048,-2.54522,1.64897,-5.41298
2.0392,-2.65750,1.56211,-5.30711
2.0724,-2.79620,1.53873,-5.18836
2.1065,-2.89024,1.51920,-5.04710
2.1404,-2.86110,1.44009,-4.93321
2.1744,-2.77872,1.44344,-4.80809
2.2084,-2.75471,1.53797,-4.69141
2.2435,-2.67787,1.64581,-4.55853
2.2763,-2.52693,1.75062,-4.39402
2.3105,-2.51211,1.94455,-4.28244
2.3453,-2.34817,2.04666,-4.16345
2.3789,-2.06947,2.04832,-4.04540
2.4126,-1.84019,2.08423,-3.95666
2.4466,-1.67474,2.07231,-3.90247
2.4809,-1.54093,1.99339,-3.85144
2.5152,-1.41811,1.85400,-3.74619
2.5491,-1.30136,1.66966,-3.59797
2.5827,-1.17922,1.41716,-3.43710
2.6173,-1.06212,1.19723,-3.27117
2.6520,-0.91003,0.97229,-3.04522
2.6860,-0.79629,0.70288,-2.79958
2.7198,-0.71109,0.41838,-2.53206
2.7545,-0.62867,0.13825,-2.20472
2.7900,-0.60404,-0.10424,-1.84239
2.8205,-0.60233,-0.32325,-1.43756
2.8550,-0.68538,-0.59841,-1.02392
2.8891,-0.82275,-0.86020,-0.62539
2.9227,-0.96263,-1.09998,-0.17560
2.9571,-1.08700,-1.44519,0.31892
2.9913,-1.23582,-1.93680,0.92751
3.0277,-1.36377,-2.49493,1.64389
3.0589,-1.28941,-3.07746,2.39263
3.0933,-1.09020,-3.83977,3.19166
3.1286,-0.86739,-4.82367,4.15256
3.1619,-0.67103,-5.83036,5.15672
3.1951,-0.49009,-6.70905,6.03279
3.2292,-0.34718,-7.25142,6.61837
3.2638,-0.48194,-7.78761,6.73577
3.2973,-0.20535,-8.06111,6.89011
3.3310,-0.65647,-8.03958,6.96423
3.3648,-1.81933,-7.20461,7.63994
3.3991,-2.07215,-7.66883,8.52145
3.4333,-3.00836,-7.72759,8.75817
3.4674,-4.22775,-6.20202,9.35934
3.5012,-4.75147,-3.96810,10.26706
3.5353,-3.84426,-1.90423,11.05178
3.5697,-2.09761,-1.58546,11.38329
3.6032,-1.08938,-1.33461,11.33770
3.6371,-0.45876,-0.53049,11.66716
3.6714,0.25505,-0.13442,11.91871
3.7054,0.89837,-0.08825,11.77588
3.7395,1.20813,0.16433,11.27778
3.7735,1.21834,0.38281,10.62726
3.8076,1.02218,0.60145,9.90460
3.8413,0.89457,0.95515,8.97466
3.8755,1.01220,1.10814,8.00749
3.9100,1.25571,1.26568,6.98550
3.9438,1.08330,1.46445,5.96927
3.9776,0.89335,1.39438,5.10893
4.0120,0.65256,1.28068,4.25169
4.0460,0.50358,1.07228,3.38295
4.0796,0.28063,0.81609,2.58590
4.1140,0.03158,0.54816,1.89410
4.1490,-0.21533,0.25195,1.23970
4.1821,-0.47617,0.00821,0.68333
4.2159,-0.62431,-0.27882,0.28758
4.2507,-0.61007,-0.45288,-0.00492
4.2840,-0.65473,-0.44964,-0.21661
4.3184,-0.63128,-0.47559,-0.29800
4.3522,-0.63709,-0.41962,-0.31758
4.3861,-0.55250,-0.36904,-0.30802
4.4199,-0.41513,-0.31822,-0.27644
4.4537,-0.36203,-0.22128,-0.23454
4.4879,-0.32993,-0.18862,-0.19612
4.5226,-0.30298,-0.16884,-0.15614
4.5560,-0.28038,-0.14719,-0.13618
4.5903,-0.25391,-0.15864,-0.13313
4.6256,-0.23316,-0.16609,-0.12592
4.6596,-0.21323,-0.16472,-0.13933
4.6921,-0.22188,-0.17552,-0.14723
4.7265,-0.27902,-0.17703,-0.16144
4.7600,-0.33902,-0.17723,-0.17344
4.7944,-0.39618,-0.17727,-0.17602
4.8281,-0.45645,-0.15490,-0.17370
4.8629,-0.47502,-0.19258,-0.16379
4.8961,-0.45105,-0.26167,-0.16579
