time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:32:44:533, 
0.0000,0.00000,0.00000,0.00000
0.0005,-0.61352,0.40110,-0.80188
0.0327,-0.47874,0.34446,-0.62287
0.0663,-0.36801,0.30112,-0.48450
0.1003,-0.27709,0.25027,-0.38037
0.1348,-0.21608,0.20415,-0.29913
0.1684,-0.17139,0.16923,-0.23779
0.2028,-0.12434,0.13660,-0.18780
0.2365,-0.09404,0.11346,-0.14726
0.2708,-0.08191,0.09436,-0.11699
0.3047,-0.05580,0.07921,-0.09241
0.3384,-0.04043,0.07045,-0.06884
0.3730,-0.04076,0.06443,-0.05227
0.4068,-0.03648,0.05711,-0.04268
0.4406,-0.02666,0.05045,-0.03512
0.4747,-0.02967,0.04983,-0.02843
0.5101,-0.02707,0.04271,-0.02370
0.5445,-0.02474,0.02719,-0.02027
0.5770,-0.01425,0.02496,-0.01941
0.6111,-0.00793,0.02058,-0.01907
0.6459,-0.00726,0.00867,-0.01551
0.6809,-0.00171,0.00945,-0.01150
0.7142,0.00756,0.01193,-0.00569
0.7480,0.01969,0.00513,-0.00337
0.7809,0.02529,0.00017,-0.00449
0.8154,0.02252,-0.01439,-0.01470
0.8489,-0.01920,-0.04602,-0.04424
0.8838,-0.06886,-0.08469,-0.07758
0.9171,-0.12899,-0.12701,-0.11382
0.9519,-0.13339,-0.17426,-0.11042
0.9852,-0.08449,-0.20161,-0.07345
1.0191,-0.10025,-0.22488,-0.07658
1.0532,-0.13091,-0.30446,-0.13611
1.0873,-0.16651,-0.42318,-0.19530
1.1212,-0.26864,-0.50926,-0.27211
1.1556,-0.22052,-0.58463,-0.37740
1.1893,-0.07963,-0.60357,-0.55009
1.2239,0.09069,-0.55765,-0.79426
1.2584,0.22875,-0.48937,-1.02136
1.2917,0.31143,-0.29404,-1.28369
1.3264,0.47627,-0.09991,-1.56038
1.3624,0.44778,0.16223,-1.87834
1.3935,0.14041,0.52984,-2.29746
1.4277,-0.16076,0.89056,-2.79819
1.4612,-0.34438,1.21381,-3.36391
1.4958,-0.49784,1.52601,-3.96549
1.5305,-0.81109,1.82666,-4.47384
1.5634,-1.18648,2.00828,-4.92169
1.5976,-1.53555,2.01404,-5.35377
1.6320,-1.90488,2.00818,-5.66631
1.6658,-2.28614,1.97298,-5.81852
1.6998,-2.60591,1.87383,-5.85789
1.7338,-2.86242,1.74970,-5.81966
1.7675,-3.14743,1.71246,-5.71099
1.8014,-3.29706,1.66481,-5.57239
1.8360,-3.30759,1.64222,-5.47960
1.8697,-3.21256,1.63848,-5.40714
1.9039,-3.07443,1.67651,-5.33331
1.9379,-2.85477,1.67698,-5.21528
1.9719,-2.61757,1.63450,-5.01112
2.0061,-2.37905,1.54067,-4.83172
2.0399,-2.10850,1.41165,-4.66199
2.0738,-1.90546,1.31545,-4.47256
2.1076,-1.71280,1.04650,-4.21107
2.1417,-1.49975,0.68063,-3.81232
2.1764,-1.29283,0.32911,-3.28311
2.2101,-1.14753,-0.02249,-2.64607
2.2443,-0.98833,-0.39153,-1.89619
2.2783,-0.87879,-0.72014,-1.06909
2.3122,-0.76442,-1.06457,-0.23550
2.3462,-0.60239,-1.43256,0.64133
2.3801,-0.39088,-1.88416,1.65168
2.4141,-0.19514,-2.37624,2.81073
2.4482,0.07576,-2.96137,4.13404
2.4821,0.55075,-3.74019,5.56128
2.5161,0.97047,-4.60725,6.95333
2.5506,1.34830,-5.39108,8.07024
2.5849,1.86947,-6.66270,8.96851
2.6180,1.99545,-8.29124,9.67884
2.6528,1.14272,-8.84236,9.82012
2.6862,-0.14428,-8.32712,9.44410
2.7204,-2.01552,-6.67025,9.14687
2.7548,-3.22745,-5.06700,9.09852
2.7890,-3.31258,-3.63769,9.17233
2.8224,-2.54690,-2.58365,9.15812
2.8569,-2.03584,-1.62750,9.17778
2.8905,-1.72757,-0.63362,9.26314
2.9247,-1.34212,0.09771,9.24000
2.9586,-1.02763,0.81175,9.18586
2.9928,-0.54740,1.36594,9.00668
3.0277,-0.11732,1.60839,8.57981
3.0611,0.26853,1.86836,7.99485
3.0946,0.44120,2.10603,7.53156
3.1286,0.12994,2.63261,7.13506
3.1625,-0.03374,2.99556,6.58994
3.1967,0.13044,2.85247,5.89597
3.2305,0.16284,2.65844,5.20610
3.2648,0.12476,2.29059,4.48344
3.2990,-0.06714,1.93882,3.76079
3.3333,-0.18143,1.54491,3.03994
3.3667,-0.24317,1.04174,2.29721
3.4011,-0.40509,0.55642,1.62826
3.4353,-0.51445,0.09340,1.04488
3.4689,-0.69879,-0.29236,0.54991
3.5027,-0.96090,-0.65587,0.17132
3.5368,-1.18693,-1.09207,-0.15936
3.5711,-1.30793,-1.61242,-0.51975
3.6048,-1.39585,-2.10331,-0.93551
3.6389,-1.54125,-2.56897,-1.38806
3.6731,-1.68845,-3.18159,-1.96357
3.7072,-2.05432,-3.87920,-2.60413
3.7415,-2.33698,-4.49110,-3.24068
3.7755,-2.64192,-4.61899,-3.64122
3.8092,-2.78257,-4.07691,-3.45860
3.8428,-1.99546,-3.78038,-3.26447
3.8771,-1.28536,-3.26593,-3.09943
3.9113,-1.19960,-2.59535,-2.96203
3.9457,-1.13013,-2.07866,-2.87179
3.9793,-1.07002,-1.48058,-2.78396
4.0131,-1.11052,-0.90080,-2.67806
4.0478,-1.09613,-0.41702,-2.52346
4.0812,-0.95236,-0.02871,-2.35875
4.1152,-0.84386,0.27835,-2.18237
4.1491,-0.78416,0.50436,-2.00717
4.1837,-0.73815,0.63630,-1.84589
4.2172,-0.72061,0.69893,-1.69508
4.2512,-0.72796,0.75128,-1.55920
4.2852,-0.73438,0.77068,-1.44476
4.3195,-0.70470,0.71222,-1.35105
4.3534,-0.75060,0.66741,-1.26165
4.3873,-0.77763,0.62450,-1.15522
4.4212,-0.65630,0.48621,-1.05278
4.4555,-0.52603,0.34806,-0.95368
