time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:48:16:664, 
0.0000,0.00000,0.00000,0.00000
0.0004,-0.28914,-0.29455,-0.05120
0.0317,-0.23496,-0.19540,-0.02532
0.0654,-0.18963,-0.12380,-0.01067
0.0996,-0.15480,-0.09356,-0.00885
0.1339,-0.13400,-0.07058,-0.00935
0.1677,-0.09760,-0.05510,-0.01195
0.2016,-0.07379,-0.04083,-0.01591
0.2364,-0.06172,-0.03544,-0.01389
0.2697,-0.04258,-0.03286,-0.00730
0.3040,-0.02266,-0.02512,-0.00409
0.3379,-0.02133,-0.01634,-0.00688
0.3719,-0.01261,-0.00795,-0.00834
0.4065,-0.00500,0.00198,-0.00627
0.4400,-0.01247,0.01352,-0.01089
0.4742,-0.02161,0.02250,-0.01545
0.5083,-0.02259,0.03307,-0.01694
0.5424,-0.01959,0.02984,-0.01825
0.5887,-0.01895,0.02360,-0.02121
0.6103,-0.01494,0.02176,-0.02100
0.6440,-0.00025,0.01399,-0.01762
0.6782,0.03282,-0.00650,-0.01678
0.7131,0.03435,-0.00921,-0.01778
0.7466,0.03395,-0.01464,-0.01778
0.7802,0.03034,-0.01028,-0.01781
0.8144,0.02436,-0.00480,-0.01083
0.8486,0.01235,-0.00142,-0.00693
0.8831,0.01990,-0.00090,-0.00516
0.9187,0.03079,-0.02123,-0.00234
0.9501,0.01577,-0.04844,-0.00641
0.9849,-0.01554,-0.06286,-0.01974
1.0184,0.01256,-0.09866,-0.01746
1.0525,-0.00584,-0.12080,-0.01215
1.0864,-0.01395,-0.14966,-0.01807
1.1205,-0.03970,-0.17462,-0.03301
1.1544,-0.01594,-0.22066,-0.05172
1.1892,0.06970,-0.27782,-0.05893
1.2236,0.16696,-0.31370,-0.04504
1.2565,0.24649,-0.32379,-0.04301
1.2907,0.32343,-0.33650,-0.10616
1.3245,0.34338,-0.31976,-0.17721
1.3585,0.28975,-0.22956,-0.26367
1.3924,0.27162,-0.18232,-0.38406
1.4268,0.36108,-0.17843,-0.51117
1.4608,0.50661,-0.12091,-0.68247
1.4946,0.58061,0.03518,-0.89498
1.5294,0.65812,0.20830,-1.11493
1.5627,0.75773,0.37933,-1.40584
1.5994,0.77428,0.57384,-1.76918
1.6310,0.71029,0.78053,-2.18321
1.6646,0.70254,0.94012,-2.61446
1.6994,0.58587,1.08299,-3.04828
1.7328,0.43078,1.22689,-3.46822
1.7667,0.29335,1.34279,-3.92670
1.8018,0.05787,1.47332,-4.36026
1.8352,-0.19221,1.57862,-4.72432
1.8691,-0.23951,1.57410,-5.02446
1.9038,-0.27142,1.64440,-5.21333
1.9386,-0.41056,1.76219,-5.32833
