time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:55:12:336, 
0.0000,0.00000,0.00000,0.00000
0.0008,-0.37604,-0.12330,0.07387
0.0279,-0.28846,-0.10250,0.06087
0.0618,-0.21956,-0.08593,0.05068
0.0990,-0.15777,-0.07377,0.04231
0.1298,-0.10081,-0.07021,0.03726
0.1637,-0.06403,-0.06487,0.02810
0.1977,-0.02245,-0.06394,0.02068
0.2322,0.00986,-0.06001,0.01640
0.2662,0.02948,-0.05322,0.01352
0.3004,0.04814,-0.04946,0.01313
0.3339,0.05993,-0.04345,0.01225
0.3681,0.07783,-0.04678,0.01646
0.4021,0.09139,-0.04875,0.01484
0.4376,0.09382,-0.04127,0.01387
0.4704,0.08587,-0.03807,0.01933
0.5041,0.07222,-0.03261,0.01736
0.5381,0.05260,-0.02278,0.00995
0.5723,0.04007,-0.01124,0.00867
0.6064,0.03955,0.00078,0.00700
0.6403,0.04170,0.01272,0.00312
0.6755,0.05133,0.01211,0.00177
0.7087,0.04565,0.01357,0.00080
0.7421,0.04184,0.02156,-0.00332
0.7761,0.04284,0.01347,-0.00841
0.8118,0.03714,0.00205,-0.00995
0.8451,0.02697,-0.00164,-0.01072
0.8791,0.02405,-0.01445,-0.01112
0.9138,0.03198,-0.03182,-0.01027
0.9475,0.02238,-0.04539,-0.01360
0.9809,0.00748,-0.07988,-0.02188
1.0146,0.02104,-0.12501,-0.02032
1.0506,0.07275,-0.15369,-0.02605
1.0859,0.15572,-0.18714,-0.02959
1.1220,0.23026,-0.21767,-0.03657
1.1509,0.21765,-0.16924,-0.06673
1.1855,0.14734,-0.06742,-0.11629
1.2184,0.08746,-0.03593,-0.20526
1.2526,0.15315,-0.10451,-0.33672
1.2866,0.19766,-0.18263,-0.44530
1.3208,0.20402,-0.23168,-0.51395
1.3547,0.29098,-0.25206,-0.62502
1.3886,0.33391,-0.20322,-0.81161
1.4230,0.27870,-0.05707,-1.04307
1.4580,0.26371,0.10628,-1.35181
1.4907,0.24405,0.35853,-1.81099
1.5245,0.03225,0.63256,-2.29408
1.5599,-0.38260,0.91175,-2.70445
1.5932,-0.49191,1.04442,-3.14935
1.6268,-0.47227,0.98376,-3.56676
1.6608,-0.56229,0.89397,-3.87074
1.6951,-0.58973,0.71532,-4.16713
1.7294,-0.69276,0.64483,-4.47590
1.7628,-0.80159,0.77892,-4.72467
1.8030,-0.94534,0.95473,-4.87888
1.8310,-1.02822,1.05975,-4.99057
1.8650,-1.09022,1.16864,-5.07301
1.8991,-1.14094,1.29269,-5.06622
