time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:53:44:252, 
0.0000,0.00000,0.00000,0.00000
0.0006,-0.36103,-0.14180,-0.06665
0.0311,-0.29411,-0.09327,-0.05053
0.0655,-0.24097,-0.07301,-0.04602
0.0997,-0.19745,-0.05426,-0.04417
0.1334,-0.15466,-0.03902,-0.03557
0.1674,-0.12574,-0.03357,-0.03155
0.2016,-0.09848,-0.03005,-0.02596
0.2354,-0.08322,-0.01359,-0.01657
0.2697,-0.06512,-0.00883,-0.01659
0.3035,-0.04174,-0.00229,-0.02041
0.3374,-0.02802,0.01773,-0.01729
0.3714,-0.01801,0.01857,-0.01863
0.4057,-0.00759,0.01967,-0.01959
0.4398,-0.01034,0.03009,-0.01353
0.4738,-0.00446,0.03249,-0.01082
0.5079,-0.00217,0.03364,-0.00886
0.5429,0.00136,0.02858,-0.00895
0.5758,0.00482,0.02051,-0.00945
0.6097,0.00549,0.01969,-0.00922
0.6453,0.00531,0.01886,-0.00862
0.6818,0.00638,0.01253,-0.01000
0.7128,-0.00066,0.01318,-0.01026
0.7468,-0.00599,0.01401,-0.00909
0.7801,-0.00113,0.00535,-0.01001
0.8138,-0.01093,-0.00351,-0.01487
0.8523,-0.01259,-0.02133,-0.02257
0.8872,-0.00149,-0.03388,-0.02702
0.9157,0.01288,-0.03388,-0.02798
0.9509,0.03153,-0.03642,-0.02729
0.9839,0.03461,-0.05094,-0.02363
1.0190,0.02067,-0.05564,-0.02328
1.0534,0.01710,-0.04998,-0.02341
1.0878,0.03316,-0.05093,-0.02557
1.1219,0.02831,-0.05002,-0.03749
1.1558,-0.00436,-0.01164,-0.03536
1.1891,-0.02498,-0.00355,-0.02369
1.2230,-0.06505,-0.02035,-0.04046
1.2571,-0.04615,-0.06397,-0.08944
1.2911,0.00118,-0.11231,-0.20016
1.3253,-0.05156,-0.12480,-0.29251
1.3585,-0.19174,-0.13009,-0.36898
1.3919,-0.28305,-0.14994,-0.48562
1.4266,-0.29055,-0.16784,-0.63664
1.4604,-0.21476,-0.19567,-0.82532
1.4947,-0.07865,-0.20770,-1.05060
1.5281,0.09168,-0.22008,-1.28524
1.5632,0.29687,-0.18829,-1.50082
1.5961,0.39524,-0.05532,-1.72371
1.6305,0.25276,0.19235,-1.99559
1.6641,0.20953,0.44308,-2.29452
1.6986,0.25208,0.69886,-2.62095
1.7323,0.21601,0.98239,-2.93137
1.7666,0.16815,1.22117,-3.24949
1.8003,0.16395,1.37672,-3.54348
1.8349,0.04024,1.54444,-3.77461
1.8686,-0.30742,1.73928,-3.99232
1.9022,-0.72877,1.90283,-4.19359
1.9365,-1.18510,2.04282,-4.31323
1.9705,-1.68371,2.11749,-4.31545
2.0044,-2.10420,2.09148,-4.25557
2.0383,-2.43740,2.02208,-4.15309
2.0724,-2.76529,1.94323,-4.02211
2.1065,-3.06483,1.85539,-3.86766
2.1410,-3.31166,1.77968,-3.72010
2.1747,-3.49997,1.75841,-3.60706
2.2090,-3.58966,1.77311,-3.48332
2.2431,-3.48352,1.70088,-3.33940
2.2792,-3.31975,1.59753,-3.20236
2.3106,-3.15062,1.55757,-3.09200
2.3446,-3.04344,1.53110,-2.97439
2.3788,-2.93636,1.45660,-2.91832
2.4132,-2.82890,1.40434,-2.93250
2.4473,-2.70792,1.39715,-2.99321
2.4815,-2.55588,1.39101,-3.11526
2.5154,-2.39570,1.38456,-3.34745
2.5502,-2.22690,1.42417,-3.55785
2.5827,-2.03529,1.44249,-3.66890
2.6190,-1.88035,1.43325,-3.73047
2.6544,-1.72514,1.40156,-3.74602
2.6893,-1.58561,1.33207,-3.68616
2.7190,-1.47596,1.20554,-3.55757
2.7528,-1.37979,1.09282,-3.40771
2.7866,-1.27088,0.92879,-3.18242
2.8206,-1.15182,0.70000,-2.83116
2.8551,-1.08571,0.43307,-2.42012
2.8888,-1.05342,0.19349,-2.00601
2.9234,-1.04831,-0.02056,-1.60551
2.9570,-1.04666,-0.27700,-1.21926
2.9909,-1.06545,-0.53467,-0.81789
3.0256,-1.11858,-0.86773,-0.32051
3.0587,-1.08484,-1.29472,0.29503
3.0938,-1.00906,-1.83339,1.06047
3.1270,-0.87077,-2.51099,1.97707
3.1609,-0.74833,-3.24349,3.03576
3.1952,-0.47689,-3.85672,4.13145
3.2292,0.07635,-4.58971,5.25329
3.2631,0.68649,-5.63260,6.46662
3.2972,0.44988,-6.21874,7.39180
3.3314,0.74145,-6.57763,7.91464
3.3656,1.19818,-7.39299,7.95857
