time,X_value,Y_value,Z_value
Started:,8월 21 2019,10:29:04:452, 
0.0000,0.00000,0.00000,0.00000
0.0004,-1.05355,-0.12525,-0.76563
0.0328,-0.84161,-0.08610,-0.59999
0.0667,-0.65805,-0.06989,-0.47192
0.1009,-0.51800,-0.05242,-0.36570
0.1350,-0.42066,-0.04048,-0.27912
0.1687,-0.33886,-0.03839,-0.21295
0.2028,-0.28644,-0.03893,-0.16399
0.2369,-0.23911,-0.04763,-0.12597
0.2711,-0.19696,-0.04484,-0.09969
0.3088,-0.18139,-0.04411,-0.07419
0.3391,-0.14830,-0.04710,-0.04775
0.3730,-0.12469,-0.03905,-0.01718
0.4076,-0.12113,-0.03123,0.00808
0.4414,-0.08914,-0.03271,0.02301
0.4750,-0.06044,-0.02125,0.03448
0.5119,-0.05981,-0.01610,0.03862
0.5437,-0.04011,-0.01787,0.03731
0.5774,0.01336,-0.03984,0.02580
0.6114,0.04133,-0.05074,0.02332
0.6452,0.04897,-0.05918,0.02183
0.6794,0.05511,-0.07721,0.03501
0.7135,0.05032,-0.07556,0.04071
0.7477,0.05250,-0.06584,0.03378
0.7815,0.04137,-0.05839,0.02770
0.8157,0.01706,-0.03457,0.02108
0.8499,0.01765,-0.01457,0.02224
0.8836,0.00744,-0.01008,0.01692
0.9178,-0.02063,0.00468,-0.00481
0.9515,-0.04693,0.01817,-0.01589
0.9856,-0.07395,0.03588,-0.02064
1.0197,-0.09826,0.04750,-0.01425
1.0539,-0.15099,0.05462,-0.00332
1.0890,-0.18561,0.04908,0.01157
1.1236,-0.22645,0.00907,0.02243
1.1598,-0.22986,-0.09337,0.03016
1.1914,-0.27354,-0.13855,0.07536
1.2239,-0.33461,-0.18215,0.12669
1.2588,-0.32988,-0.26464,0.15675
1.2924,-0.27398,-0.32993,0.17049
1.3280,-0.19751,-0.37647,0.18653
1.3616,-0.12438,-0.44065,0.13334
1.3964,0.04095,-0.50912,0.00441
1.4299,0.19456,-0.51135,-0.18140
1.4622,0.32996,-0.43394,-0.43584
1.4964,0.52558,-0.32506,-0.73574
1.5403,0.77712,-0.21237,-1.02870
